,1,2,3,4,5
Population 661,164532.0,7060.0,3.0,,
Population 662,366707.0,3635.0,,,
Population 663,657653.0,46335.0,197.0,,
Population 664,301622.0,6755.0,18.0,,
Population 665,525008.0,56072.0,191.0,,
Population 666,630762.0,251358.0,3100.0,53.0,
Population 667,697642.0,11216.0,31.0,,
Population 668,699053.0,25802.0,560.0,,
Population 669,940358.0,34310.0,438.0,,
Population 670,806917.0,49081.0,1457.0,,
Population 671,299093.0,13106.0,312.0,,
Population 672,401845.0,48519.0,118.0,,
Population 673,882882.0,104193.0,2544.0,,
Population 674,419533.0,2854.0,5.0,,
Population 675,949293.0,47481.0,187.0,,
Population 676,107226.0,1581.0,1.0,,
Population 677,175722.0,2783.0,6.0,,
Population 678,147218.0,3003.0,309.0,,
Population 679,663101.0,7135.0,57.0,,
Population 680,146363.0,5603.0,28.0,,
Population 681,720463.0,266450.0,1939.0,6.0,
Population 682,330831.0,2630.0,,,
Population 683,511906.0,4824.0,,,
Population 684,541767.0,11688.0,47.0,,
Population 685,886914.0,20154.0,185.0,,
Population 686,142892.0,1438.0,,,
Population 687,485238.0,3937.0,,,
Population 688,309931.0,4393.0,12.0,,
Population 689,780021.0,20757.0,81.0,,
Population 690,293135.0,19884.0,165.0,,
Population 691,150411.0,910.0,,,
Population 692,232712.0,3855.0,3.0,,
Population 693,399151.0,5103.0,11.0,,
Population 694,303700.0,6378.0,38.0,,
Population 695,523625.0,3723.0,3.0,,
Population 696,412706.0,110136.0,701.0,3.0,
Population 697,230080.0,156779.0,657.0,,
Population 698,322968.0,3891.0,11.0,,
Population 699,329078.0,4012.0,2.0,,
Population 700,304688.0,13421.0,78.0,,
Population 701,108303.0,85115.0,163.0,,
Population 702,63839.0,283.0,5.0,,
Population 703,156650.0,207273.0,11760.0,7.0,
Population 704,226410.0,4520.0,2.0,,
Population 705,230879.0,2918.0,1.0,,
Population 706,668399.0,7793.0,19.0,,
Population 707,120014.0,2603.0,4.0,,
Population 708,177727.0,2382.0,,,
Population 709,637859.0,8086.0,11.0,,
Population 710,158086.0,44947.0,471.0,,
Population 711,599195.0,30530.0,204.0,,
Population 712,385341.0,4706.0,4.0,,
Population 713,175221.0,1545.0,,,
Population 714,215644.0,194781.0,36093.0,65.0,
Population 715,176488.0,6069.0,23.0,,
Population 716,923642.0,48068.0,149.0,,
Population 717,300360.0,136798.0,712.0,,
Population 718,364525.0,6545.0,15.0,,
Population 719,83920.0,382.0,,,
Population 720,508239.0,103062.0,1256.0,,
Population 721,221915.0,2510.0,63.0,,
Population 722,305526.0,6633.0,7.0,,
Population 723,764559.0,10127.0,7.0,,
Population 724,775888.0,98219.0,1138.0,4.0,
Population 725,354340.0,3395.0,14.0,,
Population 726,160029.0,1847.0,5.0,,
Population 727,678215.0,11100.0,56.0,3.0,
Population 728,262146.0,572363.0,6262.0,2.0,
Population 729,294778.0,3791.0,5.0,,
Population 730,888002.0,30610.0,152.0,,
Population 731,295307.0,3921.0,8.0,,
Population 732,304875.0,3742.0,24.0,,
Population 733,515165.0,6912.0,22.0,,
Population 734,113432.0,861.0,,,
Population 735,563016.0,25090.0,116.0,,
Population 736,181159.0,25948.0,60.0,,
Population 737,277468.0,12489.0,20.0,,
Population 738,715221.0,15579.0,33.0,,
Population 739,767447.0,42659.0,289.0,,
Population 740,233471.0,62260.0,267.0,,
Population 741,493706.0,5574.0,15.0,,
Population 742,165831.0,7531.0,95.0,,
Population 743,391200.0,4017.0,11.0,,
Population 744,640344.0,340197.0,2545.0,3.0,
Population 745,679710.0,6986.0,47.0,,
Population 746,505130.0,23668.0,54.0,,
Population 747,846012.0,17476.0,927.0,7.0,
Population 748,517474.0,4556.0,27.0,,
Population 749,428452.0,4533.0,9.0,,
Population 750,399698.0,3575.0,3.0,,
Population 751,673254.0,6506.0,9.0,,
Population 752,187371.0,598438.0,11793.0,12.0,
Population 753,129286.0,1849.0,13.0,,
Population 754,292306.0,56899.0,192.0,,
Population 755,323914.0,3646.0,12.0,,
Population 756,489428.0,19980.0,51.0,,
Population 757,931381.0,11273.0,17.0,,
Population 758,652125.0,10184.0,37.0,,
Population 759,229745.0,3770.0,14.0,,
Population 760,127229.0,1205.0,,,
Population 761,216779.0,486964.0,4520.0,8.0,
Population 762,575945.0,5044.0,8.0,,
Population 763,378728.0,5990.0,18.0,,
Population 764,277116.0,4222.0,1.0,,
Population 765,643577.0,4334.0,14.0,,
Population 766,180348.0,1240.0,,,
Population 767,593453.0,12503.0,39.0,,
Population 768,428778.0,11655.0,42.0,,
Population 769,115541.0,919.0,,,
Population 770,150259.0,2463.0,116.0,,
Population 771,560141.0,31202.0,69.0,,
Population 772,379321.0,3087.0,9.0,,
Population 773,228621.0,4856.0,2.0,,
Population 774,157847.0,1354.0,1.0,,
Population 775,191333.0,4383.0,8.0,,
Population 776,567599.0,55085.0,223.0,,
Population 777,180900.0,1789.0,21.0,,
Population 778,162490.0,1620.0,2.0,,
Population 779,158528.0,1810.0,38.0,,
Population 780,416085.0,11914.0,114.0,,
Population 781,489425.0,478441.0,2989.0,,
Population 782,162545.0,1550.0,,,
Population 783,250997.0,1582.0,1.0,,
Population 784,215488.0,2457.0,49.0,,
Population 785,566914.0,8512.0,22.0,,
Population 786,831108.0,33031.0,144.0,,
Population 787,341554.0,2407.0,6.0,,
Population 788,657705.0,17205.0,338.0,,
Population 789,260995.0,31868.0,106.0,1.0,
Population 790,445404.0,8046.0,9.0,,
Population 791,137486.0,1580.0,5.0,,
Population 792,207476.0,22134.0,202.0,,
Population 793,114696.0,1217.0,,,
Population 794,236754.0,2089.0,2.0,,
Population 795,197094.0,2780.0,8.0,,
Population 796,390256.0,119466.0,607.0,3.0,
Population 797,309978.0,2645.0,4.0,,
Population 798,759641.0,20774.0,413.0,,
Population 799,363707.0,4908.0,8.0,,
Population 800,309869.0,6653.0,6.0,,
Population 801,716999.0,29298.0,94.0,,
Population 802,727624.0,8182.0,13.0,,
Population 803,263809.0,3733.0,17.0,,
Population 804,908789.0,62804.0,653.0,,
Population 805,659168.0,11281.0,15.0,,
Population 806,354246.0,5819.0,9.0,,
Population 807,242435.0,3629.0,1.0,,
Population 808,534765.0,5198.0,11.0,,
Population 809,158054.0,2577.0,2.0,,
Population 810,876437.0,11382.0,75.0,,
Population 811,505930.0,17236.0,123.0,,
Population 812,723028.0,21336.0,156.0,,
Population 813,544958.0,12180.0,41.0,,
Population 814,291431.0,5271.0,6.0,,
Population 815,643378.0,7226.0,20.0,,
Population 816,179075.0,2334.0,11.0,,
Population 817,226335.0,15428.0,67.0,,
Population 818,635883.0,7842.0,21.0,,
Population 819,146515.0,988.0,,,
Population 820,936510.0,26976.0,156.0,,
Population 821,216335.0,2754.0,11.0,,
Population 822,735825.0,12440.0,158.0,,
Population 823,123816.0,1721.0,5.0,,
Population 824,602145.0,17269.0,28.0,,
Population 825,938953.0,8613.0,48.0,,
Population 826,307013.0,2376.0,6.0,,
Population 827,717939.0,28288.0,99.0,,
Population 828,141311.0,2294.0,,,
Population 829,710471.0,4052.0,8.0,,
Population 830,249670.0,2175.0,6.0,,
Population 831,334881.0,8602.0,6.0,,
Population 832,212715.0,2876.0,79.0,,
Population 833,175927.0,2384.0,5.0,,
Population 834,774031.0,27555.0,199.0,2.0,
Population 835,143860.0,11913.0,77.0,,
Population 836,826337.0,44239.0,854.0,,
Population 837,947389.0,27336.0,197.0,,
Population 838,184878.0,2127.0,,,
Population 839,563160.0,6177.0,57.0,,
Population 840,210632.0,4109.0,51.0,,
Population 841,401644.0,12379.0,41.0,,
Population 842,252080.0,4815.0,6.0,,
Population 843,851039.0,10499.0,38.0,,
Population 844,198142.0,2220.0,1.0,,
Population 845,275497.0,2491.0,3.0,,
Population 846,948733.0,46270.0,4096.0,10.0,
Population 847,559174.0,27223.0,867.0,,
Population 848,747412.0,16132.0,44.0,,
Population 849,210205.0,5373.0,185.0,,
Population 850,125631.0,1056.0,,,
Population 851,402488.0,6558.0,268.0,,
Population 852,184309.0,1578.0,2.0,,
Population 853,967704.0,22615.0,173.0,,
Population 854,420344.0,20178.0,99.0,,
Population 855,113582.0,4090.0,455.0,,
Population 856,109971.0,9268.0,94.0,,
Population 857,103216.0,2277.0,259.0,,
Population 858,157547.0,10469.0,52.0,,
Population 859,163500.0,7178.0,21.0,,
Population 860,168878.0,5805.0,26.0,,
Population 861,355683.0,40827.0,596.0,,
Population 862,185391.0,1520.0,,,
Population 863,836547.0,18246.0,192.0,,
Population 864,212768.0,1324.0,,,
Population 865,851780.0,53962.0,269.0,,
Population 866,912264.0,70288.0,258.0,,
Population 867,132855.0,776.0,,,
Population 868,253486.0,2704.0,21.0,,
Population 869,139178.0,640556.0,6541.0,10.0,
Population 870,689286.0,5709.0,46.0,,
Population 871,777589.0,213504.0,1077.0,,
Population 872,866552.0,31527.0,225.0,,
Population 873,606155.0,97562.0,840.0,,
Population 874,101685.0,1062.0,,,
Population 875,914234.0,8669.0,12.0,,
Population 876,210237.0,14494.0,89.0,,
Population 877,651302.0,9512.0,17.0,,
Population 878,517596.0,9019.0,11.0,,
Population 879,701931.0,6965.0,12.0,,
Population 880,817966.0,20649.0,4274.0,13.0,
Population 881,827104.0,15911.0,62.0,,
Population 882,336587.0,3315.0,,,
Population 883,330425.0,3208.0,17.0,,
Population 884,197216.0,17736.0,67.0,,
Population 885,336925.0,4230.0,2.0,,
Population 886,825526.0,49499.0,499.0,,
Population 887,481033.0,26765.0,77.0,,
Population 888,762996.0,16977.0,29.0,,
Population 889,371411.0,4251.0,20.0,,
Population 890,880658.0,10347.0,37.0,4.0,
Population 891,100711.0,4597.0,12.0,,
Population 892,755794.0,11683.0,50.0,,
Population 893,89131.0,588.0,,,
Population 894,211181.0,4073.0,2.0,,
Population 895,931730.0,56231.0,754.0,4.0,
Population 896,165998.0,3478.0,57.0,,
Population 897,359403.0,6316.0,12.0,,
Population 898,153966.0,34718.0,8934.0,28.0,
Population 899,752783.0,58232.0,452.0,104.0,
Population 900,637719.0,5730.0,,,
Population 901,153263.0,1343.0,,,
Population 902,944719.0,23277.0,212.0,,
Population 903,332538.0,20534.0,127.0,,
Population 904,589105.0,7189.0,48.0,,
Population 905,669435.0,78483.0,645.0,,
Population 906,606144.0,11728.0,37.0,,
Population 907,385624.0,5502.0,1448.0,18.0,
Population 908,357034.0,2434.0,,,
Population 909,190000.0,4964.0,49.0,,
Population 910,209125.0,7286.0,41.0,,
Population 911,885370.0,6364.0,16.0,,
Population 912,430984.0,3330.0,4.0,,
Population 913,246909.0,2283.0,5.0,,
Population 914,142631.0,2583.0,22.0,,
Population 915,150844.0,1489.0,,,
Population 916,378723.0,3029.0,3.0,,
Population 917,363867.0,15988.0,303.0,,
Population 918,107498.0,918.0,,,
Population 919,112566.0,1003.0,,,
Population 920,752962.0,33750.0,274.0,,
Population 921,144075.0,5121.0,11.0,,
Population 922,784981.0,77148.0,312.0,,
Population 923,636551.0,13572.0,34.0,,
Population 924,629985.0,6986.0,337.0,,
Population 925,259533.0,1570.0,1.0,,
Population 926,120763.0,1778.0,18.0,,
Population 927,554836.0,12967.0,167.0,,
Population 928,109636.0,631.0,,,
Population 929,181038.0,1892.0,1.0,,
Population 930,682380.0,25489.0,167.0,,
Population 931,666018.0,7915.0,38.0,,
Population 932,326872.0,6139.0,10.0,,
Population 933,160542.0,2149.0,3.0,,
Population 934,226387.0,3147.0,,,
Population 935,139873.0,4883.0,2.0,,
Population 936,169357.0,1966.0,12.0,,
Population 937,958436.0,15714.0,44.0,,
Population 938,484394.0,24704.0,71.0,,
Population 939,571529.0,49657.0,176.0,,
Population 940,170070.0,1983.0,28.0,,
Population 941,976106.0,19519.0,90.0,,
Population 942,725351.0,10484.0,18.0,,
Population 943,641083.0,7631.0,8.0,,
Population 944,330223.0,2293.0,,,
Population 945,182018.0,3310.0,37.0,,
Population 946,210701.0,3829.0,5.0,,
Population 947,968379.0,19863.0,165.0,,
Population 948,695949.0,54155.0,180.0,,
Population 949,152184.0,1658.0,20.0,,
Population 950,826071.0,26872.0,142.0,,
Population 951,592855.0,21750.0,86.0,,
Population 952,303931.0,96071.0,1178.0,,
Population 953,206744.0,1683.0,,,
Population 954,466855.0,4515.0,1.0,,
Population 955,236177.0,6457.0,6.0,,
Population 956,794601.0,9748.0,9.0,,
Population 957,693294.0,18052.0,79.0,,
Population 958,684948.0,21650.0,127.0,,
Population 959,132184.0,935.0,,,
Population 960,315583.0,2895.0,4.0,,
Population 961,229516.0,5150.0,15.0,,
Population 962,99251.0,12544.0,28.0,,
Population 963,863563.0,8434.0,16.0,,
Population 964,401050.0,4087.0,13.0,,
Population 965,305003.0,6814.0,8.0,,
Population 966,86735.0,680.0,7.0,,
Population 967,573929.0,29878.0,83.0,,
Population 968,204888.0,7064.0,149.0,,
Population 969,256013.0,4222.0,5.0,,
Population 970,352275.0,5329.0,1.0,,
Population 971,587036.0,10521.0,30.0,,
Population 972,810368.0,11285.0,13.0,,
Population 973,570773.0,346600.0,10308.0,23.0,
Population 974,567838.0,10352.0,191.0,,
Population 975,968231.0,18893.0,200.0,,
Population 976,268091.0,2448.0,1.0,,
Population 977,390649.0,7338.0,7.0,,
Population 978,222653.0,23063.0,218.0,,
Population 979,965219.0,32092.0,194.0,,
Population 980,739910.0,9430.0,13.0,,
Population 981,538497.0,18322.0,86.0,,
Population 982,945455.0,21566.0,335.0,,
Population 983,917744.0,11838.0,11.0,,
Population 984,655880.0,15496.0,20.0,,
Population 985,256252.0,5552.0,3.0,,
Population 986,767758.0,12095.0,99.0,,
Population 987,240830.0,25734.0,1161.0,1.0,
Population 988,271404.0,5891.0,5.0,,
Population 989,870042.0,10698.0,204.0,,
Population 990,654129.0,6343.0,20.0,,
Population 991,130958.0,1119.0,,,
Population 992,113694.0,89363.0,536.0,,
Population 993,60209.0,22087.0,49.0,,
Population 994,836666.0,7730.0,30.0,,
Population 995,114953.0,3673.0,46.0,,
Population 996,208885.0,62135.0,316.0,,
Population 997,628509.0,6058.0,7.0,,
Population 998,302331.0,3087.0,5.0,,
Population 999,188247.0,1958.0,1.0,,
