,1,2,3,4
Population 850,9476.0,88.0,,
Population 851,13115.0,83.0,,
Population 852,11243.0,68.0,,
Population 853,18121.0,51.0,,
Population 854,12498.0,36.0,,
Population 855,13162.0,61.0,,
Population 856,8394.0,54.0,,
Population 857,28224.0,577.0,,
Population 858,13237.0,59.0,,
Population 859,22529.0,65.0,,
Population 860,18957.0,98.0,,
Population 861,9002.0,15.0,,
Population 862,17841.0,3716.0,33.0,
Population 863,34851.0,121.0,,
Population 864,28789.0,171.0,,
Population 865,333991.0,3158.0,8.0,
Population 866,9188.0,11.0,,
Population 867,12963.0,54.0,,
Population 868,24538.0,59.0,,
Population 869,9651.0,26.0,,
Population 870,13358.0,34.0,,
Population 871,17151.0,131.0,,
Population 872,8266.0,52.0,,
Population 873,60900.0,363.0,,
Population 874,29340.0,166.0,,
Population 875,20900.0,52.0,,
Population 876,7925.0,40.0,,
Population 877,13487.0,409.0,,
Population 878,12220.0,38.0,,
Population 879,9930.0,31.0,,
Population 880,16858.0,44.0,,
Population 881,91693.0,512.0,,
Population 882,10412.0,32.0,,
Population 883,52657.0,261.0,,
Population 884,12521.0,45.0,,
Population 885,20350.0,70.0,,
Population 886,28584.0,222.0,6.0,
Population 887,8137.0,84.0,,
Population 888,10731.0,50.0,,
Population 889,11337.0,22.0,,
Population 890,16654.0,105.0,,
Population 891,9775.0,16.0,4.0,
Population 892,44962.0,255.0,4.0,
Population 893,24429.0,188.0,,
Population 894,9271.0,82.0,,
Population 895,22968.0,178.0,,
Population 896,29989.0,1394.0,27.0,
Population 897,14386.0,49.0,,
Population 898,33736.0,84.0,,
Population 899,9682.0,86.0,,
Population 900,16531.0,60.0,,
Population 901,18234.0,119.0,,
Population 902,8659.0,10.0,,
Population 903,14276.0,65.0,,
Population 904,9211.0,18.0,,
Population 905,11223.0,42.0,,
Population 906,12629.0,35.0,,
Population 907,17201.0,112.0,,
Population 908,70302.0,304.0,,
Population 909,15406.0,31.0,,
Population 910,15337.0,79.0,,
Population 911,8232.0,27.0,,
Population 912,15760.0,39.0,,
Population 913,11066.0,65.0,,
Population 914,21970.0,140.0,,
Population 915,19625.0,203.0,,
Population 916,19469.0,60.0,,
Population 917,11291.0,95.0,,
Population 918,10328.0,53.0,,
Population 919,12483.0,51.0,,
Population 920,11738.0,31.0,,
Population 921,16542.0,432.0,1.0,
Population 922,23106.0,85.0,4.0,
Population 923,22488.0,72.0,,
Population 924,16064.0,114.0,,
Population 925,10757.0,27.0,,
Population 926,12238.0,5.0,,
Population 927,8574.0,43.0,,
Population 928,24041.0,182.0,4.0,
Population 929,14957.0,57.0,,
Population 930,11962.0,12.0,,
Population 931,11444.0,29.0,,
Population 932,34908.0,106.0,,
Population 933,9823.0,45.0,,
Population 934,10336.0,12.0,,
Population 935,14043.0,29.0,,
Population 936,30282.0,293.0,,
Population 937,18845.0,57.0,,
Population 938,9839.0,32.0,,
Population 939,15402.0,19.0,,
Population 940,10275.0,30.0,,
Population 941,13686.0,78.0,,
Population 942,13612.0,77.0,,
Population 943,19281.0,54.0,,
Population 944,13403.0,20.0,,
Population 945,11555.0,50.0,,
Population 946,49262.0,1114.0,1.0,
Population 947,15517.0,30.0,,
Population 948,12049.0,31.0,,
Population 949,10693.0,72.0,,
Population 950,10346.0,32.0,,
Population 951,23713.0,343.0,1.0,
Population 952,15264.0,110.0,,
Population 953,9697.0,37.0,,
Population 954,23938.0,194.0,,
Population 955,83351.0,1070.0,8.0,
Population 956,10489.0,50.0,,
Population 957,197940.0,1914.0,2.0,
Population 958,25559.0,205.0,,
Population 959,14123.0,37.0,,
Population 960,21481.0,2379.0,12.0,
Population 961,9379.0,16.0,,
Population 962,12803.0,42.0,,
Population 963,11309.0,24.0,,
Population 964,9801.0,29.0,,
Population 965,13076.0,42.0,,
Population 966,10350.0,55.0,,
Population 967,7861.0,19.0,,
Population 968,9729.0,14.0,,
Population 969,9483.0,63.0,,
Population 970,17703.0,61.0,,
Population 971,10565.0,495.0,,
Population 972,13892.0,147.0,2.0,
Population 973,17190.0,53.0,,
Population 974,13635.0,85.0,1.0,
Population 975,48430.0,207.0,1.0,
Population 976,12230.0,61.0,,
Population 977,11069.0,49.0,,
Population 978,11231.0,29.0,,
Population 979,10446.0,11.0,,
Population 980,20070.0,64.0,,
Population 981,8756.0,10.0,,
Population 982,13043.0,11.0,,
Population 983,9897.0,18.0,,
Population 984,20833.0,281.0,,
Population 985,8770.0,33.0,,
Population 986,9701.0,154.0,,
Population 987,21687.0,253.0,,
Population 988,18507.0,39.0,,
Population 989,11313.0,37.0,,
Population 990,29127.0,198.0,,
Population 991,36204.0,227.0,,
Population 992,9769.0,36.0,,
Population 993,9099.0,61.0,2.0,
Population 994,11496.0,20.0,,
Population 995,76646.0,2107.0,6.0,
Population 996,9799.0,33.0,,
Population 997,11219.0,75.0,,
Population 998,14087.0,60.0,,
Population 999,25846.0,167.0,,
