,1,2,3
Population 918,21633.0,40.0,
Population 919,8703.0,2.0,
Population 920,11834.0,24.0,
Population 921,12336.0,107.0,
Population 922,10668.0,25.0,
Population 923,13668.0,31.0,
Population 924,21913.0,73.0,
Population 925,6948.0,27.0,
Population 926,15568.0,39.0,
Population 927,8724.0,5.0,
Population 928,6895.0,12.0,
Population 929,9906.0,46.0,
Population 930,7602.0,34.0,
Population 931,11647.0,35.0,
Population 932,10934.0,32.0,
Population 933,17550.0,107.0,
Population 934,20161.0,129.0,
Population 935,13006.0,56.0,6.0
Population 936,10694.0,24.0,
Population 937,10529.0,36.0,
Population 938,8548.0,15.0,
Population 939,8154.0,19.0,
Population 940,9033.0,28.0,
Population 941,12270.0,34.0,
Population 942,7599.0,11.0,
Population 943,9230.0,8.0,
Population 944,79881.0,546.0,1.0
Population 945,7929.0,70.0,
Population 946,17849.0,56.0,
Population 947,11163.0,25.0,
Population 948,10263.0,24.0,
Population 949,16496.0,41.0,
Population 950,7417.0,8.0,
Population 951,10407.0,28.0,
Population 952,7401.0,19.0,
Population 953,10749.0,18.0,
Population 954,9869.0,11.0,
Population 955,8780.0,19.0,
Population 956,6466.0,18.0,
Population 957,17615.0,91.0,
Population 958,14235.0,36.0,
Population 959,8441.0,345.0,
Population 960,10536.0,33.0,
Population 961,8288.0,9.0,
Population 962,7005.0,7.0,
Population 963,7574.0,11.0,
Population 964,6473.0,18.0,
Population 965,8462.0,24.0,
Population 966,6899.0,5.0,
Population 967,16121.0,49.0,
Population 968,198674.0,1491.0,
Population 969,20793.0,40.0,
Population 970,14752.0,69.0,
Population 971,6429.0,12.0,
Population 972,48827.0,135.0,
Population 973,10261.0,36.0,
Population 974,27104.0,91.0,
Population 975,42161.0,364.0,
Population 976,7972.0,17.0,
Population 977,43181.0,245.0,
Population 978,8460.0,33.0,
Population 979,7865.0,11.0,
Population 980,9153.0,68.0,
Population 981,7188.0,39.0,
Population 982,9477.0,12.0,
Population 983,8043.0,9.0,
Population 984,7616.0,31.0,
Population 985,7826.0,82.0,
Population 986,24109.0,97.0,
Population 987,12593.0,79.0,
Population 988,7144.0,37.0,
Population 989,16852.0,106.0,1.0
Population 990,10773.0,44.0,
Population 991,9247.0,24.0,
Population 992,10776.0,38.0,
Population 993,14217.0,33.0,
Population 994,13364.0,142.0,
Population 995,8798.0,5.0,
Population 996,15412.0,61.0,
Population 997,7430.0,70.0,
Population 998,11158.0,22.0,
Population 999,8900.0,64.0,
