,selection_6_MaxAFs,selection_6_H,selection_6_total_m,selection_6_rec_errors
0,0.9992699651177206,0.8042884000778713,54104.0,4.976402872706339
1,0.8032187615786124,0.7730931833911038,55912.0,4.8459454802511175
2,0.9999950860228216,0.8454936732918594,51947.0,5.025828522240504
3,0.9999974828753264,0.7886819271302129,54715.0,4.957331331881676
4,0.9998733877698341,0.7415419382896192,56173.0,4.955981683791499
5,0.7356342819562959,0.8279455606686116,55854.0,4.94101470583362
6,0.8782782166218078,0.592375979167018,56088.0,4.733330437397068
7,0.8747942325749488,0.7219443728924169,53380.0,4.907951427322178
8,0.9998843583097936,0.07513203755667763,58404.0,4.146308493236784
9,0.995090661890991,0.7111082641718197,55881.0,4.895965688223445
10,0.7674790876981442,0.6295875637874406,55599.0,4.789644770670215
11,0.509451489582407,0.5904559089805408,56553.0,4.7515388740801825
12,0.8112461642520754,0.6866428867925939,54623.0,4.957331331881676
13,0.9999992525943802,0.15501098452028328,58272.0,4.2058706054161945
14,0.5142852452242563,0.7318696533074236,55759.0,4.732253854370914
15,0.9964751148249134,0.7558375927839986,54404.0,5.03043625400413
16,0.9999680076031254,0.7482939991832438,54641.0,4.751712296906561
17,0.9993237869132146,0.8678197379717357,55843.0,4.797620818754094
18,0.9997783813474292,0.18751919773476677,58626.0,4.039606873249209
19,0.6849714006098675,0.743171198004767,54898.0,4.733330437397068
20,0.7653905786703821,0.42734054146911093,58157.0,4.404428664560097
21,0.9960496176646552,0.6815865754574394,53003.0,4.526870229717414
22,0.9980796314640825,0.5394429364284287,56324.0,4.588473779437752
23,0.5995681610601037,0.7461486650011174,56019.0,4.732792145883991
24,0.9337331964853689,0.7419419483120306,50080.0,5.40405167745044
25,0.3951168313967266,0.7436704826463474,55057.0,4.902422405675274
26,0.9999997594556626,0.625026217649574,55598.0,4.343874929499453
27,0.6515578162446928,0.8818701639688528,53630.0,5.172065958470315
28,0.8731982123054115,0.3219081201769758,54640.0,4.9739815255077975
29,0.9999995704565403,0.3139283963912739,57092.0,4.390027660897605
30,0.9638339612814851,0.2697120754465798,56983.0,4.632752583073572
31,0.4774023328350658,0.8511193308709235,51985.0,5.12893916718512
32,0.9580113278685726,0.11740231508968091,57315.0,4.5424734474998765
33,0.9997940510928371,0.43198495224418676,55470.0,4.585643266392072
34,0.9954477929142116,0.20158209086020762,57965.0,4.2554671134511395
35,0.6838504897701777,0.829635721647566,55168.0,5.0523712275637145
36,0.9999651812071609,0.8346248453768919,55493.0,4.892100319378773
37,0.999755529635376,0.4968798377295165,54210.0,5.01686845935987
38,0.9976352343915998,0.28542714403300984,56830.0,4.609909169613996
39,0.5879209956521869,0.7296319393921822,52184.0,5.2342293641532525
40,0.9819638653093632,0.6732734968238743,53446.0,4.734374479199602
41,0.9999845278445835,0.7830994236804838,53283.0,5.128043940754159
42,0.7447783515800674,0.8236113171153845,54180.0,5.154933490149876
43,0.999990962405609,0.6537928170554412,54763.0,4.714944354624741
44,0.9497055037154349,0.7024230028305325,52900.0,5.011413872234947
45,0.5982032953079413,0.6816783511879536,53519.0,5.097768603559349
46,0.9981959260603476,0.7111635587857303,52863.0,4.972956827609481
47,0.9999247869402156,0.815926642070488,54042.0,4.907951427322178
48,0.9440686048944742,0.6734352118370949,54362.0,5.002653561115665
49,0.8414633868709716,0.4219821430195668,54469.0,5.098152228707956
50,0.89411718497113,0.3167898087137885,56341.0,4.779762520200114
51,0.9985580483785692,0.40060565777440194,58202.0,4.257098059927692
52,0.9474810527735634,0.4703030407539418,57012.0,4.584046277481271
53,0.9298987393389139,0.2823322917407324,57856.0,4.341303577719859
54,0.4501168474186977,0.7305616267908761,55556.0,4.838113015969263
55,0.9916700612770377,0.6349637001282347,54991.0,4.78461883017459
56,0.5656473975503841,0.7208245848421297,51217.0,5.143254927562989
57,0.6698897001981664,0.7698669348202186,51486.0,5.429142085149994
58,0.9990434238971023,0.5137773202664903,56361.0,4.826764057295627
59,0.9999999140913081,0.6199093868118293,57132.0,4.343136806012314
60,0.9790362517240478,0.6196340862186398,53971.0,4.735418521002135
61,0.5981107286923871,0.7965906435158541,53658.0,5.210935653484238
62,0.9998178306187633,0.8503170542997577,54460.0,5.215061554201419
63,0.9898465891547475,0.8400148920213834,53428.0,4.987159244829087
64,0.5199792389618735,0.6458722313215429,56436.0,4.732253854370914
65,0.5581974902858102,0.6182209753599421,53642.0,5.1890440781319285
66,0.9963347915675155,0.12138703890680291,58077.0,4.247291141685757
67,0.5557015335139643,0.8496673585403451,51473.0,5.4787047397481885
68,0.7303790582718399,0.5288203899930642,53590.0,5.1465591634368195
69,0.999623298976758,0.7789971503480669,55276.0,5.021220790476878
70,0.7793123227419113,0.787478268739975,50218.0,5.541236725240008
71,0.9998106228795104,0.439141564119352,55386.0,4.907951427322178
72,0.9998986105617846,0.4251318696061649,56571.0,4.213737220482669
73,0.9996043131558414,0.5637603945847418,54120.0,5.084802289509987
74,0.7673646745022323,0.7099324133078733,54332.0,5.039606873249209
75,0.9999998883187005,0.2114986647052426,58283.0,3.499475226637868
76,0.9283440583319331,0.8500409700472586,52027.0,4.936188689019502
77,0.9999966667427531,0.5837981260785983,55406.0,4.874297702017763
78,0.9974504533861285,0.680215603011399,56049.0,4.887236364390599
79,0.9934483454273728,0.8397707860277435,53225.0,5.098152228707956
80,0.900157545372869,0.6940712516791685,53491.0,5.035733517210073
81,0.5768864708990277,0.7707689200849953,52053.0,5.2853782019202455
82,0.5111580571567194,0.8854709045893085,53084.0,5.1805741378699
83,0.5685044629178868,0.7166903544698399,52614.0,5.186507090713519
84,0.999960731136919,0.7403316531857971,56563.0,4.787436312508245
85,0.9618548741546338,0.10298277407160294,59163.0,4.0523712275637145
86,0.847848988532968,0.3449895699599246,56550.0,4.696377125263524
87,0.9981528686239525,0.32704011101651553,57169.0,4.468252454471873
88,0.999969992093909,0.32409918241615576,57706.0,4.475073601273866
89,0.9993372488052399,0.08678140489158193,57465.0,4.563374495779829
90,0.999998221690077,0.6627939997045887,54855.0,4.503542215363122
