,ref_MaxAFs,refSel_MaxAFs,ref_H,refSel_H
33,0.0009786213484479294,0.025039042976638937,0.8685914593795453,0.8107057634155697
34,0.0006184551326382505,0.0176847005466616,0.9177080495914116,0.8280406724140883
35,0.0042075324479197256,0.38085989234565887,0.6164785258842571,0.1407242421878342
36,0.008640393510056488,0.2355948495631861,0.6231019347716764,0.16930672447037431
37,0.006672363805033218,0.019883452369965613,0.4914917602500436,0.6368000035349095
38,0.0006628017216064972,0.041656428996916114,0.9213694036163163,0.5860054741932639
39,0.002315011799788335,0.06641381120578375,0.8613044522113753,0.7334652360857014
40,0.0007083468670333451,0.5409396922346725,0.8478823915997165,0.11465958243390717
41,0.0005735092654407032,0.6524330096831377,0.9224713420531158,0.06320128013347026
42,0.000296642723503812,0.006557302385007497,0.928818783234751,0.8351997431990947
43,0.005189749465743459,0.3917853337440387,0.8042242564183071,0.2272480511131868
44,0.0016150548279651987,0.7705093984804702,0.8812347583973044,0.04768867323232684
45,0.0002055524326501162,0.6789450785473975,0.9245336103268396,0.323735562173618
46,0.0009366718723968852,0.13666779730492595,0.90948694483959,0.2881534816321004
47,0.002585286281202919,0.6595194747446176,0.8659631721907456,0.018063426892366286
48,0.017127371793412016,0.25534286505332976,0.3240522132797511,0.5017676169235231
49,0.010576062190697524,0.004439453122659069,0.5174400381525966,0.8478506067656739
50,0.00527724408722135,0.9837787368892905,0.37978134579885814,0.28281934574038203
51,0.006166572979503486,0.02024182075108739,0.555649180382396,0.786800023709515
52,0.0021052644195331143,0.03710730795829503,0.7810447035969647,0.6116502100581098
53,0.003862947466071863,0.07609275388721823,0.7264983536310161,0.726546576435648
54,0.002755481298324298,0.012152163933758182,0.7549689086301343,0.5946148347073806
55,0.00039432507487981475,0.1557236464402274,0.9287487446519639,0.41533761437115646
56,0.0010793000909704352,0.008616422380884463,0.9073189464703275,0.9065589396645454
57,0.00026368242089227736,0.2112407816026378,0.9049215117337833,0.2524539861679812
58,0.0008425851903966862,0.026987895778324587,0.9159913977275571,0.7643331246146325
59,0.0017031487276723913,0.09131921513728865,0.8184618414169649,0.44795419023831873
60,0.029194438218609505,0.03468562463369118,0.22762029256593375,0.7114909319542062
61,0.0005950832816955259,0.566035666643095,0.8479134556799977,0.23155306967880585
62,0.0004428666114531658,0.5691399278708723,0.9155153030522137,0.12470485836431233
63,0.002193358319240307,0.15597414474007507,0.8279106546752149,0.533141804091713
64,0.0020854882379661936,0.008177750717036402,0.7527399418300761,0.819891372226473
65,0.0014124987864615856,0.053325574677857986,0.8236857096223764,0.5637874989998779
66,0.0033289905637650012,0.1329133191983575,0.8262139203133935,0.4713006190022465
67,0.0006640002780650984,0.9561214473288372,0.9003863081942355,0.028032456585901144
68,0.0018523690067682483,0.6399871994170221,0.8581953814815617,0.03404904338960646
69,0.0032978280958413687,0.2370175360795458,0.7475177603101804,0.23703299856141624
70,0.0008935238398872399,0.0116002286845723,0.8874837168910117,0.7627319512374442
71,0.0010697116393016252,0.07034207999884938,0.8333689826875701,0.6975070912271925
72,0.0038245936593966226,0.3498562331527908,0.7596218548071076,0.0713124663482615
73,0.0009103036303076574,0.03444291695082443,0.9225811025379491,0.49681916322776676
74,0.0002097473802552206,0.010697715671245552,0.8976660095547623,0.8655906400624032
75,0.002813012008337159,0.9715876198706278,0.7643703414696899,0.030983816899785688
76,0.024949750520473143,0.6844824093861354,0.3991802154046792,0.27900931625895187
77,0.002441459506170768,0.7942138488404565,0.8238180872307098,0.014829020455567998
78,0.0008995166221802461,0.20410996995218958,0.898339501953125,0.621234815789823
79,0.0026338278177762704,0.07754959926264807,0.8181805251607919,0.5750295414780339
80,0.007097252069607365,0.44436720413933456,0.5233281716827933,0.08738717642575566
81,0.004365741900455092,0.1855689008158574,0.7945029204160734,0.15068025021919806
82,0.006291822129427318,0.004200940387397418,0.44105289786418134,0.8370553041636395
83,0.014583435710030838,0.4387507685743291,0.39380196148043145,0.18843502275834123
84,0.0009330762030210814,0.0288085030389399,0.9314414504045605,0.40430990659914456
85,0.0035423336133960258,0.19222688194338738,0.7374152105504095,0.7272697815884734
86,0.0025193656759798498,0.10832792984129914,0.7892733487202164,0.3137087460308394
87,0.0006861735725492217,0.005673966275018368,0.9302044539570542,0.8965168162470765
88,0.0020351488667049405,0.08122017841711443,0.8589887509672764,0.37348881583269466
89,0.0003625633287268813,0.07718523809923328,0.8632124833189858,0.39669633095999757
90,0.003275055523127945,0.004056514334135967,0.7604150808188722,0.9169641763511894
91,0.007965606223863978,0.02288523702053247,0.46798461504103106,0.7860330607447066
92,0.0006669966692116015,0.17014347919365916,0.9035420355510608,0.5445161618130556
93,0.0020039863987813076,0.8059926624373605,0.854028465483017,0.22753421474255442
94,0.0004991987650074251,0.05195142969807164,0.8657700242967642,0.5973745412174252
95,0.0008288017911227718,0.004974009303195232,0.8056768790406217,0.8919880201599346
96,0.14230161193858118,0.08519159524268971,0.06454521945383729,0.5506325022015428
97,0.0021310333833930413,0.011381492130877571,0.7748909280490185,0.8095566496749391
98,0.0008503758073775945,0.009494364986809885,0.8659499954952222,0.7674723826664128
99,0.001876939414169574,0.7166240979364453,0.8268794193773146,0.2654042832985767
100,0.00034218786893065994,0.019135553139798426,0.9451356457033939,0.8036137267404205
101,0.0010313578326263848,0.8517715263736356,0.9144259722471743,0.011310784252201556
102,0.13603016526895007,0.40295647921643174,0.10471891140943335,0.1863580984781189
103,0.004320796033257544,0.13269278480997487,0.6056963874329897,0.2435546185755354
104,0.0010445419536709987,0.019846896397978275,0.925183839922711,0.7572707068796897
105,0.0002828593242298975,0.20405303852040602,0.9004930903891952,0.38378753541095745
106,0.0022395027428964557,0.011063275391118937,0.7775774488079454,0.7710974769717084
107,0.0009828162960530337,0.43698649346726803,0.9048131178757503,0.060907127002359784
108,0.0010840943168048402,0.014651753428171111,0.8995563721255828,0.763173251662401
109,0.0050387313519596995,0.1334886262984861,0.5620551083982672,0.3737267643715444
110,0.006040125273121053,0.023184876135182785,0.5776591477730098,0.6578415391065369
111,0.0010685130828430238,0.2384558038298673,0.8583748570265268,0.3715057811645659
112,0.002321603860310642,0.03591174789084027,0.7707032432672125,0.7612384922737341
113,0.0026835679108082227,0.8148074459121434,0.7344312785282863,0.053027024227593755
114,0.0102686324590663,0.03639536542188588,0.7154301406659274,0.4570096649417401
115,0.0036346224607083227,0.5049458432264181,0.8006427858274613,0.25008255706917126
116,0.0008581664243585026,0.028781535518621372,0.9047710341165411,0.45522698935037953
117,0.0016935602760035813,0.017234642596456826,0.8149621380649943,0.7190844400151887
118,0.0009025130133267493,0.0030629110299555218,0.7935393608935345,0.8761339798397673
119,0.007314790066843494,0.0026170480273558527,0.653569295595132,0.9150120753881854
120,0.0004362745509308589,0.07866905099498164,0.9047167215135431,0.4514397009434272
121,0.0014478562019903229,0.24430895429544655,0.7395383829411762,0.29875943540410477
122,0.0005165778336571434,0.03379809357609695,0.9354609159191064,0.4430428880225603
123,0.001418491568754592,0.08484401386969534,0.8666485446619409,0.20788429833481314
124,0.0005693143178355988,0.029507261454304434,0.8638865146755277,0.7908738168843108
125,0.000834794573415778,0.007982386014284396,0.9242106572439694,0.842921478162057
126,0.0007269244921416645,0.8797146716494654,0.9174028949880038,0.017964111277950168
127,0.0004099063088416311,0.052767646646379104,0.8526957233462437,0.6858736290957848
128,0.0010954806031615522,0.832968572651099,0.875562324475472,0.03452161927257191
129,0.0007443035607913828,0.05669711399590333,0.9186084051472481,0.7813243131657532
130,0.005069294541654032,0.03196370291620772,0.7080375780463324,0.7025950459223649
131,0.0005998775075299309,0.037351813475849684,0.9163243679020907,0.5210674031907409
132,0.002853762927929602,0.2317061331332543,0.7913263133684454,0.5720895219413349
133,0.02206722223753711,0.06062418423251036,0.4531193639128336,0.5161508757668354
134,0.004312406138047336,0.6837710661279555,0.7699587279663482,0.06803860794363326
135,0.0007892494279889301,0.4025285945607111,0.9036302503475324,0.04556759171747293
136,0.002379134570323502,0.5451334412833184,0.850121521600153,0.33375340976504897
137,0.0020645134999406714,0.007649187318793245,0.8781000904220786,0.8304826354367848
138,0.00020794954556731872,0.06500550736692727,0.9212152683537764,0.5912942505248271
139,0.0011584048172381184,0.08700620972101202,0.869963761308305,0.515930152446803
140,0.00041769692582253935,0.214962898684824,0.8865294387295298,0.3679831175667193
141,0.0008593649808171039,0.07355600914258867,0.889928859609814,0.5336985351121224
142,0.002086686794424795,0.024741201696676523,0.7991875485253181,0.7075414255505674
143,0.0006388305924344719,0.00953571518463163,0.9175295917138497,0.8367326796198975
144,0.0009372711506261858,0.696460183355167,0.881897704565304,0.3380663074546725
145,0.004202738222085321,0.056376500143227495,0.4983161453239173,0.5494907072195913
146,0.0012051485191235676,0.0316562731845765,0.8270518371136402,0.7481401657028115
147,0.003237300994682005,0.015137168793904622,0.6426867892443404,0.5989469910062895
148,0.026199844906794258,0.6856096517354499,0.19171141097924826,0.01611755214493693
149,0.0019362679588703366,0.30952001409502394,0.7764886595335316,0.39173873232598133
150,0.002261676037380579,0.04876746446579739,0.786581412046563,0.40871433511101496
151,0.0019350694024117352,0.4965715292501711,0.7574307404268481,0.05224260637525446
152,0.003782044905116278,0.06552088664412581,0.6543719832668016,0.3813610394707704
153,0.0009156971343713631,0.03770179196176125,0.868211673365643,0.7325659953672874
154,0.007818783057685325,0.2476559232060906,0.3747082314310196,0.22509236631623353
155,0.0017540873771629448,0.004247684089282867,0.8145464952632662,0.9009523901594756
156,0.002832188911674779,0.44155898635683183,0.8416237426703256,0.02746208310836651
157,0.0007167367622435539,0.015108403438898192,0.8585810623141522,0.7104222753184368
158,0.0013849319879137567,0.02042340205456548,0.7781464398235665,0.7395118601143984
159,0.0009019137350974486,0.19862717343231812,0.8127478863261922,0.08689466605147089
160,0.009167758351841042,0.012409853572357453,0.6855568055481294,0.6914150767067819
161,0.0016659934774557524,0.2999795046845579,0.8537153114458206,0.49323370368391195
162,0.0044897924939203224,0.016674317452060737,0.6572764840529715,0.6671553455904418
163,0.0005009965996953269,0.3775776454837793,0.9400130209087976,0.3225689653330023
164,0.000450657228434074,0.005398897567769379,0.9280120734248436,0.8908192729887509
165,0.0008569678678999014,0.1861699768798459,0.8866229985292087,0.3922687910733279
166,0.0031522034861213156,0.06967028910380338,0.7306322100130507,0.6092720235435671
167,0.002220325839558835,0.7919335951779677,0.6266398695226671,0.04379496913113479
168,0.004205135335002523,0.34005024348674456,0.5138269289583233,0.034341673109219095
169,0.0003218124091344385,0.26444350424348917,0.9236358831211368,0.32847335067457717
170,0.014111204465341943,0.055805387990703996,0.4152751024720158,0.746419469461675
171,0.06460099456214935,0.016549068302136906,0.42463906228936177,0.8201376618439797
172,0.0005842962735681145,0.4786141571091777,0.9078578993006552,0.2204445251968492
173,0.0019722246526283744,0.06290923212083367,0.8498164534666199,0.6457984885320252
174,0.0031468099820576097,0.5837593202746612,0.6429612219455249,0.4205105435086727
175,0.0027788531492670228,0.2322652597211918,0.7583815496547102,0.26729307515339873
176,0.0009522531063587016,0.043053945827645185,0.8799788176528094,0.23857315807669965
177,0.0011781809988050391,0.03589676593510776,0.9198729292299674,0.8345099189980936
178,0.007746869670169248,0.8998737920049092,0.5307829930309103,0.005013007050622131
179,0.001439466306780114,0.05368094666783326,0.7927878442545109,0.6724236769590786
180,0.008125014232857946,0.16156241422830342,0.6193378811156471,0.5752464653784581
181,0.0023204053038520405,0.03995028387809722,0.6873870937850541,0.7634359575395597
182,0.002710535431126751,0.07003105459784235,0.7856430624936179,0.5686831429543064
183,0.0005848955517974152,0.007605440008054299,0.89790240561535,0.8381450189333848
184,0.0015359501016975155,0.005527742387069014,0.8676889642350298,0.8959723206535559
185,0.0008725491018617178,0.010498755299117743,0.897848673833961,0.7574759490954525
186,0.005224507603042895,0.04085819039548767,0.6799242211753185,0.684907858329468
187,0.0017121379011119009,0.002445055175546572,0.7649358580764002,0.8983928595002841
188,0.013416640997582512,0.013401659041849995,0.6002945456337415,0.7105782546182297
189,0.0029868026948343413,0.09198081830243654,0.7419964706011735,0.5389683016332392
190,0.000379343119147299,0.017896845039834023,0.8763550367269878,0.8826266052034928
191,0.007108638355964077,0.291304353037202,0.6144651172385706,0.10498358552676668
192,0.001596477202856879,0.028137910700352497,0.8738516283859856,0.7162392684977295
193,0.0009780220702186287,0.17773813219358606,0.9197413588435523,0.3530582141913895
194,0.0007395093349569778,0.29098613629744335,0.8960256681683983,0.08006798203442977
195,0.0010703109175309257,0.457865346976102,0.7432464834065471,0.5172031720276209
196,0.000367956832790587,0.02126598724496217,0.9005015394459467,0.797526006363377
197,0.0017139357357998028,0.032293905220552366,0.7856612423753284,0.7172428645447239
198,0.004503575893194237,0.04535517422815961,0.7739844093146759,0.6712279554028973
199,0.0006897692419250255,0.5602807978071211,0.8361223700730276,0.4143190975231207
200,0.013173933314715756,0.004105655148938618,0.2555335332768828,0.8820037245656787
201,0.0019027083780295013,0.0015485349445128287,0.8766495598958085,0.901094097556725
202,0.0025019866073301314,0.012219283095439851,0.7818648504947221,0.8130131786019987
203,0.00042788465572065004,0.015595616639319604,0.8922421520619719,0.804370297257415
204,0.0009894083565753406,0.0418332160745598,0.8997084039653211,0.6944440262833746
205,0.00028345860245919814,0.00406011000351177,0.875030125433527,0.8965918857923012
206,0.002581690611827115,0.01657004304016243,0.8688069656336344,0.8168639975157773
207,0.001126643071085185,0.016501725322022157,0.819995040170553,0.7052702473432768
208,0.0037502831589633447,0.6532396381797763,0.7156068190770295,0.08369163269643398
209,0.001163798321301824,0.7921493353405159,0.8826166689853321,0.044213123587718006
210,0.0033373804589752103,0.016993133470048674,0.6882245796493756,0.8524039757171264
211,0.0008587657025878032,0.011520524680075318,0.9034585804127642,0.8649155668206635
212,0.0008635599284222083,0.010691123610723245,0.8729299866899871,0.780339285719761
213,0.002295834896450715,0.2318158010492163,0.837995740967803,0.32697032988425545
214,0.005556507742075444,0.10124326261450708,0.7183828621929055,0.2371987288371884
215,0.0038168030424157147,0.2946279500969033,0.7691647607257264,0.4853183493389378
216,0.0004386716638480614,0.3385730226515185,0.921820742348735,0.2540833614121034
217,0.0005789027695044089,0.006109641547719926,0.9031144459824794,0.9202157814494011
218,0.0038150052077278126,0.018496722547363956,0.7468137527621933,0.6926629371438451
219,0.007119425364091488,0.47237027723809444,0.6239348862920636,0.03253540578685821
220,0.0009462603240656953,0.06556103828548895,0.8747941552970551,0.570186152600415
221,0.005696738847731792,0.02761174441502654,0.5867028444099063,0.7145950915121861
222,0.0013897262137481617,0.8501858361789061,0.8212330998414757,0.08676766345138864
223,0.0006076681245108391,0.018921610811938102,0.8837120746366792,0.7522187829434808
224,0.0006610038869185953,0.039156839502503184,0.8807678905153729,0.7063074836863459
225,0.01798733605245842,0.022764182818213744,0.3932811913070384,0.8140222802843773
226,0.004686355753130929,0.009747260399574752,0.42602311012060057,0.7934243256050424
227,0.0005345561805361622,0.313514802771542,0.8692874780579477,0.09203232346408052
228,0.001217733361938881,0.004018759805690027,0.8677439163195365,0.9091272062884251
229,0.005207727812622478,0.045525968523510284,0.5633345146135667,0.6056614957307093
230,0.00044226733322386515,0.004928464157768384,0.9135424164778441,0.770130957470828
231,0.002249690472794566,0.03073877821551723,0.729039525717277,0.7572129134300156
232,0.0021843691458007975,0.009823968012925233,0.8433748589900429,0.8062818142682731
233,0.0006747872861925097,0.014796179481432562,0.9126073653771212,0.7713906342984778
234,0.001457444653659133,0.9352108320738503,0.6948314943383898,0.013111393424936058
235,0.001099076272537356,0.01677259908166604,0.8091255661656853,0.8356371515003165
236,0.0008653577631101102,0.027312704578605528,0.8776756766849407,0.7439354176221251
237,0.001217733361938881,0.12633504207532448,0.8107105419820406,0.3984112927660397
238,0.00034039003424275803,0.03827290411428476,0.8995686150909605,0.6102974627245265
239,0.002248491916335965,0.12809692006946832,0.7958996689685804,0.19742624961538124
240,0.0002888521065229038,0.008859729341980519,0.9373742234145536,0.850165729354911
241,0.0019488528016856498,0.006067092793439581,0.7870591037886203,0.8623663501799111
242,0.0019260802289722259,0.9154400440109932,0.8495140960526089,0.11692044361600729
243,0.0030485283524523065,0.7954801237389688,0.764175969392721,0.04540846365239015
244,0.000961242279798211,0.025616747189684742,0.9137401388678148,0.7591652587123222
245,0.0028297917987575765,0.023955547938063395,0.7710994230608571,0.7992250744023538
246,0.00628463079067571,0.019653928808143473,0.49190853541021884,0.6867330301920607
247,0.00036436116341478323,0.039825034728173385,0.9073061866068304,0.623451164417614
248,0.010824762655857285,0.14522249402819246,0.3090068190750449,0.33564189645454834
249,0.0005741085436700038,0.08697864292246418,0.9174925408432844,0.6383162461015072
250,0.0012740655154931402,0.1640997582511623,0.8802346558743729,0.4244918553295014
251,0.00119795718037196,0.2194484962311392,0.8795646177636037,0.21542034839306656
252,0.0007119425364091488,0.4474103389877232,0.8980709687523558,0.11933799892486341
253,0.0006316392536828643,0.013915839762589937,0.8089433173999774,0.5798941483168372
254,0.00043447671624295697,0.9619871826372317,0.9178823788154098,0.00843752484671556
255,0.0003499784859115681,0.3137335393252367,0.9331761288393353,0.5978201970119239
256,0.002559517317342992,0.2743124181236119,0.7906487559868568,0.11088436849766226
257,0.001698953780067287,0.026827289212872016,0.8476067533731128,0.6563279603815145
258,0.0005501374144979786,0.012550084678013801,0.897017388220264,0.807177039867175
259,0.002913091472630364,0.032290908829405864,0.8252003102459051,0.641873393140604
260,0.0015988743157740817,0.0077966097632012005,0.8792818499346052,0.856207149706063
261,0.0002534946909941666,0.03857793673299877,0.9046551261555611,0.77530463196504
262,0.006451230138421285,0.031018641148600624,0.5643153060195123,0.7711120627263655
263,0.0004051120830072261,0.9945843226418102,0.895639799201305,0.09562732717201505
264,0.0007155382057849526,0.0767231945844425,0.835366730670649,0.29016077747581615
265,0.0013262027214422949,0.07272121456917288,0.8765378926152102,0.4367956089229821
266,0.0021681886336096805,0.8644660371049109,0.7798966801878786,0.2006900069133264
267,0.0010912856555564479,0.004237496359384757,0.8564092422855096,0.8967697342699015
268,0.0033583551970007325,0.9652424619787927,0.582151800170158,0.03598016376072999
269,0.00636013984756759,0.015443999247306543,0.5993638517012941,0.7611039915020779
270,0.0012674734549708332,0.9441592545937673,0.7307832380572886,0.041720487685137586
271,0.01792201472546465,0.3535076354039195,0.2881623959752019,0.47978334661391
272,0.0007059497541161426,0.06108383063438395,0.9034959151739929,0.4951847772101722
273,0.008389895210208824,0.15301670667847644,0.6735058802430918,0.2526281945970116
274,0.000735913665581174,0.005501973423209087,0.9185895749051725,0.8593404378400188
275,0.000544743910434273,0.2613638134231132,0.9086225525209825,0.16229152953284065
276,0.0012087441884993714,0.42068852274320806,0.8415796340665574,0.3882642378099668
277,0.0003889315708161091,0.08296767373375506,0.9063056958482183,0.5783257269292973
278,0.0020950766896350036,0.03387060624184233,0.8016279857737386,0.7343984846506084
279,0.00044646228082896957,0.035592332594623036,0.8971660064427733,0.5756275151874939
280,0.0008288017911227718,0.33937186053117624,0.8547077042173925,0.09250598016837397
281,0.0005777042130458076,0.04397563574430955,0.9406060982161379,0.5716552417710975
282,0.002606860297457742,0.11397972282183338,0.717936119351334,0.6217378694487816
283,0.06529855442105528,0.17763265922522914,0.18853984587812855,0.4677134036755738
284,0.01770327817176992,0.007846949134462454,0.6086856277194351,0.8863095526474449
285,0.0012980366446651652,0.007199129368588472,0.8628030931843058,0.8237582995192231
286,0.0008437837468552875,0.640672773711342,0.923105792619762,0.6441770550602517
287,0.0006897692419250255,0.6099537716773917,0.8319290461632805,0.2883322837087018
288,0.002524159901814255,0.13707530650085037,0.7145550652747668,0.4133204699815388
289,0.000692166354842228,0.044010993159838294,0.8902100445622885,0.3367957547069511
290,0.0006903685201543261,0.6881008513346526,0.914145406674958,0.04757676811245137
291,0.00026368242089227736,0.673799076392393,0.8642718867830493,0.0331328978764992
292,0.0004164983693639381,0.008902278096260863,0.914769590355226,0.837905133984442
293,0.002492997433890622,0.05791964158367662,0.7234981332360948,0.7304652601535855
294,0.001929076620118729,0.006393100150179124,0.8669739007516726,0.8890639675135075
295,0.0013789392056207503,0.011654763003438658,0.8590252381521358,0.81438031594828
296,0.0008875310575942335,0.23221012612409614,0.8810555152359418,0.5434436511759633
297,0.0004842168092749093,0.01538227358968858,0.8979865796550156,0.786710804094066
298,0.004257871819180978,0.6848911171385184,0.6401854251909416,0.1376388541793352
299,0.0026152501926679506,0.021969539886161106,0.5143093611402348,0.6037014785701489
300,0.0011308380186902894,0.15624441922148963,0.8749344219830122,0.5579691051025475
301,0.0837539267705975,0.018132960662178472,0.14418224320586226,0.6869762466949756
302,0.0022592789244633765,0.03210513257832267,0.7290102811203587,0.7287621106933913
303,0.004565301550812202,0.0071769560741043485,0.6897232070885569,0.7875845867121952
304,0.0006016753422178328,0.8126650262423937,0.901690996890482,0.04762352012050919
305,0.00036615899810268514,0.6141253474315534,0.9027354960538903,0.3821613173544167
306,0.0011715889382827322,0.7947064555449417,0.8705770163644789,0.02111880307482228
307,0.00048661392219211184,0.8141224708960528,0.934191219999447,0.0389368409960833
308,0.00385995107492536,0.07840237218294287,0.7097295835118866,0.5334819930775151
309,0.0005381518499119661,0.8320960235492373,0.9143594423910173,0.1378943176548998
310,0.0008989173439509455,0.05526843469725063,0.9000758261656858,0.6284588973441413
311,0.00529642099055897,0.04391151297377439,0.7259624821582318,0.44747263582408636
312,0.003003582485254759,0.4087275285645968,0.7241948770393992,0.49080852910379313
313,0.003778449235740474,0.11821781845944744,0.6609016648794186,0.5943948930537846
314,0.00038054167560590025,0.8062293773379342,0.8458291581557277,0.22532303867047676
315,0.013845124931532463,0.06659958745686695,0.5145927897989933,0.7937577081083027
316,0.0027518856289484943,0.33440144689735685,0.8499754505483783,0.3437854225189466
317,0.0012764626284103426,0.05936030644691533,0.8438606741623759,0.3545532100600409
318,0.001018173711581771,0.0388865650210886,0.9026195158999213,0.722568755587613
319,0.008676350203814525,0.010413058512327752,0.71274226184843,0.8032362819228194
320,0.001225523978919789,0.06696514717674033,0.8937763658698241,0.7043561793379094
321,0.000296642723503812,0.011611614970929014,0.9226142573732856,0.668827540956889
322,0.0008276032346641705,0.7427142749272776,0.8894207433340868,0.0308104700745494
323,0.0014868092868948637,0.9760756145298602,0.7464798886027706,0.020462787476720923
324,0.0002313213965100433,0.06869706125941916,0.8760949913915217,0.323404434150935
325,0.008942429737624005,0.004048124438925758,0.6187686552112382,0.9007268261532991
326,0.0021262391575586365,0.05845120137306628,0.7955115948734182,0.5991815149274798
327,0.001230318204754194,0.07907775874736467,0.8313806033783048,0.4619184923217369
328,0.001193162954537555,0.09842305926741832,0.8837585550644697,0.5461207197224689
329,0.027242589025777354,0.03410192763835237,0.17402949776935395,0.655382834161484
330,0.0011530113131744128,0.02223801653288779,0.8988890774091212,0.804185022515723
331,0.0005135814425106402,0.003117445348821879,0.8973355024832914,0.8635444637330354
332,0.000731119439746769,0.01972644147388885,0.8594216987569055,0.6950776250355062
333,0.0005980796728420291,0.24370667967499943,0.9397386388303293,0.6075664080484453
334,0.004300420573461323,0.019456766270703564,0.5803297484978069,0.7895256314211306
335,0.004450839409015781,0.6118468916037524,0.835120465705616,0.040412049297011254
336,0.021285164148299788,0.006600450417517142,0.4904807672467357,0.849289564899619
337,0.0003535741552873719,0.018108989533006447,0.8774944597102329,0.6445463751801856
338,0.0008168162265367591,0.9158505495980641,0.8668927632777836,0.046676628383379715
339,0.0008857332229063316,0.0026284343137125644,0.888938866856846,0.9023939455554219
340,0.0028034235566683488,0.0029124921944010634,0.8245345762015097,0.8774828002191161
341,0.003747886046046142,0.22070158700860684,0.7329086845938797,0.2505185724451938
342,0.01041066139941055,0.1246378861299451,0.5754165407041634,0.5692296804136476
343,0.003930665905982835,0.05194483763754933,0.7213746642233396,0.2889542741362756
344,0.003670579154466361,0.004218319456047137,0.7575388025914783,0.7359788349396337
345,0.0021196470970363296,0.0011434228615056026,0.8776092384235601,0.9374957750365882
346,0.0036514022511287404,0.04460367932861661,0.6993927231976662,0.5817708574521632
347,0.0004003178571728211,0.005379121386202458,0.9427541918420521,0.7958196395916396
348,0.0008959209528044424,0.045169397977076406,0.9107935676257132,0.42042574061271687
349,0.002225719343622541,0.07834963569876441,0.843763754568106,0.3033989116678031
350,0.01425143557099829,0.04033382194484962,0.43921605237347383,0.5276048331406444
351,0.012725073920969584,0.012723276086281682,0.5488051552626335,0.712193893072492
352,0.004224312238340143,0.007172161848269944,0.5817862106888902,0.816540852977105
353,0.0024438566190879705,0.6003791034078556,0.7981587965001846,0.15810181653651734
354,0.000889928170511436,0.035745747821323996,0.8763666372533849,0.759684760312263
355,0.0009420653764605909,0.04805432337292964,0.8767642345387499,0.7424110528008732
356,0.0018248022082204194,0.02391120134909515,0.7814121870370537,0.5708847603639298
357,0.0015461378315956263,0.005083077940927947,0.8267717102126055,0.8897413374781633
358,0.0008593649808171039,0.3079223383357085,0.8679215050124736,0.3206011323447717
359,0.0011530113131744128,0.6788929413414484,0.8554227048187837,0.06464906103235557
360,0.0029676257914967212,0.10289187702331312,0.7014629155652037,0.6516007286131886
361,0.000917494969059265,0.13886774768468857,0.8884728607520203,0.20095192037761866
362,0.0008509750856068951,0.24030397788903046,0.8600623229115198,0.5032450167692095
