,selection_0p05_MaxAFs,selection_0p05_H,selection_0p05_total_m,selection_0p05_rec_errors
0,0.008837083504030325,0.8934779765034528,62258.0,2.4036746903407824
1,0.007021317391406281,0.9025708416759632,62413.0,2.3037917749481664
2,0.0035496870144467577,0.9555548960132503,62175.0,2.4005120191544336
3,0.017520081178215716,0.8344993476999877,62466.0,2.2952993325054027
4,0.12392740313479271,0.2585458785486542,62135.0,2.2664725646412514
5,0.23340085785155232,0.23386690901210405,62038.0,2.35168357139149
6,0.028103241663976795,0.6826907286523292,62131.0,2.396615702526386
7,0.030250658281795063,0.7597337952425575,62019.0,2.390944742481409
8,0.0027840343884933828,0.9604065002599542,62072.0,2.3579913258489933
9,0.0029506628873600367,0.9657100041431868,62039.0,2.3117267699807797
10,0.011736828309683686,0.8502225933164488,62118.0,2.4637897464405256
11,0.03825030385689564,0.8419376773198822,61887.0,2.491344382901957
12,0.04263852843152884,0.6171982611685949,62568.0,2.3586476634158515
13,0.0030493805652563413,0.9608599980577911,62447.0,2.3586476634158515
14,0.04254709581070817,0.6020917875898391,61902.0,2.5329711043755374
15,0.019095758269504107,0.87721937300329,62017.0,2.441747874867012
16,0.11946765957412811,0.29684714295880166,61918.0,2.4291420851499943
17,0.015018841021816194,0.8762408744262951,62214.0,2.449123847241836
18,0.23218381518559322,0.2984808746894668,61475.0,2.3274972263290152
19,0.003087317843612453,0.9603959095264815,62213.0,2.338458544935399
20,0.047729194016593625,0.46730624970034174,62237.0,2.412614117894286
21,0.027230495262663978,0.8166685469555662,61786.0,2.4119518623196328
22,0.009298868495759508,0.9082803038924443,62006.0,2.4339674477284365
23,0.04571723822420995,0.48297819458847435,62047.0,2.355165617403671
24,0.009282648934723199,0.9051689495211905,62121.0,2.3866076472601208
25,0.0065609498930939356,0.9399956121618932,62026.0,2.3270235910657373
26,0.057286020541610146,0.4753966331039431,61926.0,2.3968753136227576
27,0.032939248113554656,0.8226831206205805,61768.0,2.3595561033158425
28,0.009269865721364075,0.9110114595515871,61921.0,2.3395175241442203
29,0.006745421627274367,0.9157484596720116,62274.0,2.2901780160221
30,0.0073246094373945435,0.911099389580202,61807.0,2.236648567710647
31,0.03725343657748294,0.7182358180264781,61568.0,2.481959593651249
32,0.011488586553483912,0.8649788928109328,62768.0,2.4343429202080316
33,0.0016169819903681408,0.9784567211456333,61972.0,2.3833801608264906
34,0.005853783904606232,0.924320113297808,61865.0,2.3648164366359303
35,0.26674088719469696,0.20001286175051425,61856.0,2.5762919206445076
36,0.022413792496162696,0.8499194472304219,62416.0,2.4697956289432774
37,0.01645130832365794,0.8588308405833397,61970.0,2.3688823222447297
38,0.010545970613024752,0.8860402641579685,61937.0,2.4299951136422937
39,0.059287830517476936,0.5193212670372034,62065.0,2.3892915668251256
40,0.015225425653299306,0.851116891182639,61921.0,2.4787047397481885
41,0.028382960364899575,0.7560444087997564,61837.0,2.413276373468939
42,0.005657766042230462,0.9100739342563215,61692.0,2.3648164366359303
43,0.016878162841248545,0.7819147157519646,61822.0,2.4119518623196328
44,0.09029573955515466,0.6774736044933106,61701.0,2.47834239432245
45,0.004603236848794611,0.934221677227527,62217.0,2.382125936382103
46,0.009346221366751103,0.886157384415101,61623.0,2.491344382901957
47,0.004196665373368582,0.9476750382188044,61985.0,2.388179981102974
48,0.009580451415297161,0.8895254444972549,62308.0,2.2772163655529916
49,0.00656981567010107,0.9516351292076677,62236.0,2.4119518623196328
50,0.9876196554516793,0.02715780732288442,62201.0,2.228127392466332
51,0.004619954680244112,0.9498351506338081,61801.0,2.3117267699807797
52,0.00798773003952994,0.8893238411559533,62367.0,2.5188341464154984
53,0.012772749680447587,0.9136000032094315,62042.0,2.4542699045655176
54,0.017356940572241405,0.8081300214676216,62373.0,2.3648164366359303
55,0.016647429276464024,0.8155881176712868,62099.0,2.333493227377197
56,0.02663690056490721,0.6932070792143556,61988.0,2.4036746903407824
57,0.003335250328521281,0.9505514291240043,62186.0,2.3778584162718097
58,0.033447209027196,0.6511809523503826,62243.0,2.3908107596006936
59,0.0036720295826237026,0.9504124489816749,62202.0,2.3968753136227576
60,0.028044669117819193,0.7297435843414815,61868.0,2.4542699045655176
61,0.3073270999303736,0.11742118121465994,61064.0,2.277525100802171
62,0.0018826374384220456,0.9679519728193492,62634.0,2.3352845679787837
63,0.11598923381963695,0.651443278121209,61169.0,2.4036746903407824
64,0.04806145447350055,0.6039560922429971,62025.0,2.416451407320718
65,0.006705912219855944,0.9138783143135685,62293.0,2.452330637016667
66,0.04654672100826702,0.6950735786716055,61974.0,2.4036746903407824
67,0.1587741850256906,0.4595304580996764,61879.0,2.466709280000469
68,0.004400406427148823,0.9449293532093609,61826.0,2.338458544935399
69,0.03239458700672099,0.8436681486399895,61864.0,2.4428222290695416
70,0.004177679552452141,0.9574371471537539,62344.0,2.3745860215326005
71,0.0041085230554488116,0.932479907986116,62334.0,2.338458544935399
72,0.08671408591644089,0.500083530024763,61948.0,2.466709280000469
73,0.025596133943918478,0.8539978820781782,61876.0,2.479067085173927
74,0.4712273363313348,0.2799855891156813,61153.0,2.8226627313329793
75,0.021092087270825784,0.8102509092470382,62350.0,2.404428664560097
76,0.014973360960308664,0.852995214029583,61547.0,2.338458544935399
77,0.00425110571144437,0.9384103398658512,62483.0,2.441747874867012
78,0.006100797166511414,0.9187532775546394,62348.0,2.4564710633160907
79,0.01121788826521374,0.8968719395861324,62456.0,2.3648164366359303
80,0.005783304413747188,0.9321052268585702,61956.0,2.23762671775685
81,0.052784568311013726,0.6595721443485524,62181.0,2.52770355317994
82,0.0761731667345016,0.6462955723793349,61902.0,2.4142016348201754
83,0.0014173989172772922,0.9793348996923186,62372.0,2.298217331943391
84,0.002419583944720437,0.9731464588595331,62083.0,2.4040516774504397
85,0.009437885941039989,0.9242310248528356,62208.0,2.4787047397481885
86,0.008498654803042856,0.9011085986472238,61891.0,2.430320924881851
87,0.009649101051018105,0.8736729470642259,62218.0,2.2797843351785545
88,0.011459815732556689,0.8676026239384154,62052.0,2.479067085173927
89,0.004571605268426132,0.9461780151992907,62245.0,2.325140054619542
90,0.010218289089397675,0.8685949642415061,61907.0,2.282924247982937
91,0.0017890055550879736,0.9744166825475366,61877.0,2.4564710633160907
92,0.059123341145039324,0.4729772522516176,62013.0,2.3432223976623874
93,0.011614949648443161,0.8740548229893988,62092.0,2.3910787253621244
94,0.002575259085366067,0.9608637151618207,62086.0,2.4644527282707216
95,0.010419358382858906,0.9029153958540347,62098.0,2.3816771785430895
96,0.004787579719937149,0.9447053854458642,61659.0,2.49680583567039
97,0.34336626869264675,0.08785200903235513,61967.0,2.54946625157525
98,0.9145742008277354,0.09867495336794974,62468.0,2.6060881490547843
99,0.14712201973190353,0.33900096687191383,61877.0,2.3740950696515775
100,0.07689638905751095,0.5454091218220549,61968.0,2.2865508901979386
101,0.0036100378705273026,0.9530292607493727,62071.0,2.3536142758983853
102,0.007492921746623017,0.9205116339392784,62462.0,2.441747874867012
103,0.12220267446300646,0.612486345521307,62010.0,2.3547682222976274
104,0.006372491995607969,0.9298641961245502,61966.0,2.404428664560097
105,0.01940203993797152,0.8107861514049896,61880.0,2.416451407320718
106,0.0040357841659920185,0.9530879113164449,61938.0,2.4206675379120703
107,0.05540799639994472,0.4562533022338048,62146.0,2.4036746903407824
108,0.8871673522022784,0.04087257611498185,62050.0,2.5775853456821505
109,0.004389822476303097,0.937754741251282,62034.0,2.3908107596006936
110,0.139295609034079,0.2516496941824138,61588.0,2.4185312326551625
111,0.008802204575106908,0.908210899140256,62336.0,2.419445146689018
112,0.05857201352371192,0.7508640544146077,62025.0,2.355009518393995
113,0.024207145031062305,0.8002967111298261,62003.0,2.292530774467952
114,0.1412539835753062,0.34934148374598906,62114.0,2.352274859513626
115,0.008074789907931397,0.8836053519205134,62039.0,2.2958232280397475
116,0.01197261330555367,0.8991133419881252,62045.0,2.382421329881936
117,0.010051583272708286,0.9070241343275652,61541.0,2.422082737792813
118,0.0073645226156650355,0.9295400414015114,62120.0,2.435484212214101
119,0.003101097597797961,0.9661954005837615,62382.0,2.422082737792813
120,0.0044316857818803915,0.9552523232415913,62041.0,2.331785622774925
121,0.06343699697507764,0.6922817403443496,61606.0,2.3663554800338673
122,0.4821832546313784,0.19706940222429992,60995.0,2.7874363125082446
123,0.04974138176244551,0.5245452946335827,62115.0,2.408857711336722
124,0.01787790806184089,0.8265903864441475,61846.0,2.299275158026026
125,0.36253227449954173,0.16530093178570215,61806.0,2.3797677974074496
126,0.04395508772621917,0.6076840235862943,61995.0,2.4256124114714037
127,0.00426068453059452,0.9374023434356109,62385.0,2.405237464778379
128,0.013559939615467712,0.8324084979732592,62131.0,2.3836078830499865
129,0.011040916359838763,0.8989394919749987,62106.0,2.4483492698078493
130,0.0029240741472078254,0.9593223184529412,62262.0,2.3752782182952537
131,0.0030882800209620647,0.9636840793321237,61716.0,2.3701936900985228
132,0.007399710815879401,0.9007901158685967,61934.0,2.3509081924313477
133,0.08190625751781594,0.3516967038290876,62252.0,2.4170680534303344
134,0.020900167253055057,0.8376050940734332,61655.0,2.422796746235356
135,0.01820592462936649,0.8624448456041476,61869.0,2.4148638903948285
136,0.005665901595356195,0.9231133837095313,62066.0,2.3586476634158515
137,0.03765499957616947,0.7719268937535724,62105.0,2.441747874867012
138,0.011512366079410025,0.9162870504590527,62092.0,2.4693509128484887
139,0.005884444716755907,0.930150291699412,61804.0,2.3448067260751877
140,0.018309307149234573,0.848634068880038,61736.0,2.300394279940914
141,0.09702078364070332,0.47629514225228076,62310.0,2.4542699045655176
142,0.003339365354864709,0.9549605062801477,62279.0,2.4641212373556236
143,0.4096562074180145,0.11723381201187333,61521.0,2.5246690709668442
144,0.011518457005667835,0.9115885479390996,62232.0,2.4040516774504397
145,0.18547360993658418,0.3943993483964946,61675.0,2.448008889716265
146,0.0706358876327024,0.688820688513559,62148.0,2.271713408341494
147,0.00904634848670164,0.9086302200168166,61848.0,2.4256124114714037
148,0.0516602039419083,0.6146045325420653,62082.0,2.479067085173927
149,0.05862269106108119,0.6306651803712333,61827.0,2.4204015968151804
150,0.001319497371954319,0.9831752036877147,62356.0,2.3511351647635195
151,0.004910893056332898,0.9219611708602523,62283.0,2.3908107596006936
152,0.051015373300284717,0.6761642344831166,61574.0,2.3274972263290152
153,0.030209001157078398,0.8021100855742607,62320.0,2.382125936382103
154,0.005337111849603227,0.9357321607848206,61553.0,2.372276088186455
