,MaxAFs,H,total_m,rec_errors
0,0.0007106815436003127,0.86875,4.0,0.0008118069076381573
1,0.06474308862198849,0.07810117910151104,4.0,0.0008118069076381573
2,0.23871793049534504,0.04302068015877747,5.0,0.5
3,0.0022031127851609694,0.6235207100591715,5.0,0.3827673731814887
4,0.0008528178523203753,0.877354863514033,6.0,0.5318812996335929
5,0.00014213630872006254,0.935,3.0,0.23365344672938448
6,0.11676497761353137,0.5204493876372822,9.0,0.0008118069076381573
7,0.010447018690924596,0.49185796793227843,5.0,0.0008118069076381573
8,0.011015563925804847,0.5208628374651542,3.0,0.0008118069076381573
9,0.0002842726174401251,0.8998109640831757,3.0,0.0008118069076381573
10,0.0002842726174401251,0.9008264462809918,3.0,0.0008118069076381573
11,0.000781749697960344,0.795224977043159,4.0,0.5
12,0.001847772013360813,0.848783694937541,9.0,0.7663465532706155
13,0.0019188401677208444,0.8082561728395062,8.0,0.0008118069076381573
14,0.009878473456044347,0.5061330448891292,5.0,0.7663465532706155
15,0.0006396133892402814,0.8076923076923077,3.0,0.05389300799520225
16,0.004264089261601876,0.7020621729763005,10.0,0.6221674224545026
17,0.001066022315400469,0.9006149573497322,10.0,0.7663465532706155
18,0.0008528178523203753,0.6818181818181819,1.0,0.0008118069076381573
19,0.0014924312415606567,0.7516158818097877,4.0,0.0008118069076381573
20,0.0019899083220808757,0.7804967129291454,5.0,0.0008118069076381573
21,0.001066022315400469,0.8390022675736961,6.0,0.02694650399760068
22,0.0002842726174401251,0.890625,1.0,0.7663465532706155
23,0.020822969227489163,0.2717065168424724,7.0,0.739400049273014
24,0.5031625328690214,0.00981582187875596,6.0,0.23365344672938448
25,0.009238860066804066,0.16117833763142242,2.0,0.0008118069076381573
26,0.000781749697960344,0.8580246913580247,6.0,0.0008118069076381573
27,0.00014213630872006254,0.9155555555555556,2.0,0.0008118069076381573
28,0.0025584535569611257,0.7793382976717881,7.0,0.5318812996335929
29,0.0027716580200412193,0.6813271604938272,6.0,0.0008118069076381573
30,0.003411271409281501,0.5300535608014285,6.0,0.739400049273014
31,0.9950252291947979,0.007833217663633651,4.0,0.0008118069076381573
32,0.08940373818491934,0.08660161381122189,3.0,0.0008118069076381573
33,0.0008528178523203753,0.7970863683662852,3.0,0.0008118069076381573
34,0.07071281358823112,0.5124013178996474,5.0,0.0008118069076381573
35,0.001563499395920688,0.788180847276611,4.0,0.0008118069076381573
36,0.30068936109729233,0.06373234120312488,11.0,0.7663465532706155
37,0.01563499395920688,0.46611177170035656,11.0,0.23365344672938448
38,0.27787648354772226,0.03333439080255596,5.0,0.5318812996335929
39,0.4352924454551915,0.014885757989513082,7.0,0.0008118069076381573
40,0.013502949328405942,0.24152957611392611,4.0,0.2663465532706155
41,0.0022031127851609694,0.6023495906016376,3.0,0.7663465532706155
42,0.004903702650842157,0.5938842975206613,7.0,0.0008118069076381573
43,0.0019899083220808757,0.6885012459950159,5.0,0.6381427146658254
44,0.00390874848980172,0.37795918367346937,3.0,0.7663465532706155
45,0.00042640892616018763,0.875,5.0,0.0008118069076381573
46,0.0016345675502807192,0.6814814814814815,4.0,0.6491139264521042
47,0.0012792267784805628,0.786088027085257,5.0,0.0008118069076381573
48,0.00035534077180015633,0.9111111111111111,5.0,0.0008118069076381573
49,0.0025584535569611257,0.40289723856948845,3.0,0.0008118069076381573
50,0.972638760571388,0.007726818120169177,7.0,0.0008118069076381573
51,0.0016345675502807192,0.7589388696655133,6.0,0.792481250360578
52,0.0027005898656811884,0.6744693513191828,7.0,0.5318812996335929
53,0.00447729372468197,0.699531737773153,6.0,0.7663465532706155
