,MaxAFs,H,total_m,rec_errors
0,0.00035534077180015633,0.9238754325259515,7.0,0.01266192789921572
1,0.003695544026721626,0.5919581942226737,5.0,0.0008118069076381573
2,0.0005685452348802502,0.8532778355879294,6.0,0.7663465532706155
3,0.0006396133892402814,0.9211388259007307,12.0,0.1703138279060754
4,0.00035534077180015633,0.9203329369797859,6.0,0.11723262681851132
5,0.014995380569966597,0.6083755102040816,13.0,0.23365344672938448
6,0.001563499395920688,0.8594045368620038,11.0,0.7663465532706155
7,0.0033402032549214697,0.7881944444444444,12.0,0.23365344672938448
8,0.006182929429322721,0.6544044934931372,9.0,0.33901487166932354
9,0.0011370904697605004,0.6556122448979593,2.0,0.0008118069076381573
10,0.0008528178523203753,0.8365650969529086,5.0,0.3778325775454974
11,0.0013502949328405942,0.8261003385657125,7.0,0.23365344672938448
12,0.004619430033402033,0.4362531377989166,5.0,0.0008118069076381573
13,0.0014213630872006253,0.8344842949431945,9.0,0.23365344672938448
14,0.0014213630872006253,0.8116767532929868,6.0,0.7663465532706155
15,0.0012792267784805628,0.7981545559400232,6.0,0.01266192789921572
16,0.0002842726174401251,0.9311224489795918,4.0,0.0008118069076381573
17,0.001066022315400469,0.8724489795918366,8.0,0.5209100878473141
18,0.0020609764764409066,0.7837596668649613,10.0,0.23365344672938448
19,0.0014213630872006253,0.8277685950413223,8.0,0.3508860735478958
20,0.00042640892616018763,0.825,4.0,0.0008118069076381573
21,0.020894037381849192,0.1751447950007623,6.0,0.23365344672938448
22,0.0012081586241205315,0.7983343248066628,7.0,0.0008118069076381573
23,0.0012792267784805628,0.8503086419753088,9.0,0.2463153746286002
24,0.0012792267784805628,0.8138127447490211,6.0,0.5099388760610353
25,0.0027716580200412193,0.8122314049586776,11.0,0.3508860735478958
26,0.001066022315400469,0.8429820907955019,7.0,0.09268963298438049
27,0.0005685452348802502,0.9166666666666666,7.0,0.0008118069076381573
28,0.0016345675502807192,0.8693628808864267,12.0,0.5099388760610353
29,0.0011370904697605004,0.8879483181109379,9.0,0.058015996723555396
30,0.0025584535569611257,0.6272222222222223,5.0,0.0008118069076381573
31,0.0022031127851609694,0.7545960532973519,7.0,0.0008118069076381573
32,0.0019188401677208444,0.7843786982248521,8.0,0.5318812996335929
33,0.0012081586241205315,0.8148148148148149,6.0,0.0008118069076381573
34,0.0004974770805202189,0.9207786328655501,9.0,0.5
35,0.00781749697960344,0.6668400713436384,12.0,0.3508860735478958
36,0.0014213630872006253,0.683710737764792,4.0,0.0008118069076381573
37,0.016345675502807192,0.5509000776844446,4.0,0.0008118069076381573
38,0.000781749697960344,0.8828078524687686,6.0,0.0008118069076381573
39,0.04569682325350011,0.20373845721205452,8.0,0.02694650399760068
40,0.000781749697960344,0.8846280991735538,8.0,0.3827673731814887
41,0.0028427261744012507,0.6414618777567738,6.0,0.0008118069076381573
42,0.0012081586241205315,0.8543521976443551,6.0,0.0008118069076381573
43,0.004264089261601876,0.7626181701650376,9.0,0.23365344672938448
44,0.0007106815436003127,0.8178980228928201,4.0,0.02694650399760068
45,0.0019188401677208444,0.8207018106072745,8.0,0.23365344672938448
46,0.002913794328761282,0.7665373961218837,7.0,0.02694650399760068
47,0.005969724966242627,0.5905135556561543,8.0,0.23365344672938448
48,0.0007106815436003127,0.8290816326530613,4.0,0.23365344672938448
