,1,2,3,4
Population 861,8221.0,30.0,,
Population 862,19919.0,91.0,,
Population 863,13062.0,40.0,,
Population 864,13584.0,70.0,,
Population 865,7739.0,10.0,,
Population 866,6512.0,12.0,,
Population 867,24618.0,71.0,,
Population 868,7875.0,15.0,,
Population 869,23103.0,122.0,,
Population 870,8029.0,37.0,,
Population 871,9125.0,15.0,,
Population 872,8714.0,68.0,4.0,
Population 873,11790.0,33.0,,
Population 874,12448.0,23.0,,
Population 875,9872.0,93.0,,
Population 876,18336.0,63.0,,
Population 877,22566.0,55.0,,
Population 878,12049.0,22.0,,
Population 879,13296.0,71.0,,
Population 880,9507.0,11.0,,
Population 881,9360.0,20.0,,
Population 882,7851.0,8.0,,
Population 883,6486.0,9.0,,
Population 884,8553.0,22.0,,
Population 885,12363.0,58.0,,
Population 886,6986.0,69.0,,
Population 887,14340.0,15.0,,
Population 888,12970.0,25.0,,
Population 889,11629.0,19.0,,
Population 890,9364.0,74.0,,
Population 891,13920.0,23.0,,
Population 892,11078.0,26.0,,
Population 893,12273.0,44.0,,
Population 894,8823.0,95.0,,
Population 895,11674.0,126.0,1.0,
Population 896,8748.0,37.0,,
Population 897,12404.0,60.0,,
Population 898,11341.0,160.0,,
Population 899,8856.0,159.0,,
Population 900,10171.0,34.0,,
Population 901,7645.0,7.0,,
Population 902,13910.0,37.0,,
Population 903,18394.0,368.0,,
Population 904,7801.0,34.0,,
Population 905,21802.0,63.0,21.0,
Population 906,8177.0,21.0,,
Population 907,10256.0,36.0,,
Population 908,9272.0,12.0,,
Population 909,31374.0,136.0,,
Population 910,18184.0,141.0,,
Population 911,12654.0,25.0,,
Population 912,10559.0,63.0,,
Population 913,21549.0,129.0,,
Population 914,9968.0,72.0,,
Population 915,12375.0,56.0,,
Population 916,7821.0,25.0,,
Population 917,9004.0,51.0,,
Population 918,16289.0,886.0,2.0,
Population 919,6776.0,20.0,,
Population 920,10242.0,17.0,,
Population 921,8344.0,70.0,,
Population 922,8815.0,28.0,,
Population 923,10443.0,24.0,,
Population 924,9500.0,34.0,,
Population 925,13514.0,243.0,,
Population 926,13661.0,90.0,,
Population 927,28080.0,191.0,,
Population 928,11066.0,13.0,,
Population 929,32433.0,167.0,,
Population 930,16013.0,131.0,,
Population 931,8630.0,143.0,,
Population 932,11370.0,48.0,,
Population 933,44445.0,176.0,,
Population 934,14370.0,78.0,,
Population 935,9100.0,59.0,,
Population 936,44776.0,1315.0,3.0,
Population 937,7535.0,49.0,,
Population 938,10654.0,77.0,,
Population 939,7911.0,5.0,,
Population 940,78079.0,434.0,2.0,
Population 941,9317.0,12.0,,
Population 942,12134.0,12.0,,
Population 943,11624.0,33.0,,
Population 944,13736.0,41.0,,
Population 945,7519.0,6.0,,
Population 946,10256.0,19.0,,
Population 947,9332.0,28.0,,
Population 948,10767.0,21.0,,
Population 949,8206.0,33.0,,
Population 950,7399.0,67.0,,
Population 951,7994.0,24.0,,
Population 952,8560.0,26.0,,
Population 953,10597.0,36.0,,
Population 954,10962.0,52.0,,
Population 955,6908.0,2.0,,
Population 956,116140.0,461.0,,
Population 957,7146.0,8.0,,
Population 958,8340.0,22.0,,
Population 959,8559.0,24.0,,
Population 960,16345.0,273.0,,
Population 961,24324.0,326.0,,
Population 962,10860.0,23.0,,
Population 963,8069.0,25.0,,
Population 964,26764.0,326.0,,
Population 965,17889.0,290.0,,
Population 966,11506.0,26.0,,
Population 967,39054.0,473.0,3.0,
Population 968,7683.0,23.0,,
Population 969,13985.0,62.0,,
Population 970,12000.0,30.0,,
Population 971,6430.0,8.0,,
Population 972,12236.0,31.0,,
Population 973,9011.0,39.0,,
Population 974,288410.0,8693.0,34.0,
Population 975,650090.0,106748.0,1017.0,25.0
Population 976,7644.0,23.0,,
Population 977,15149.0,224.0,,
Population 978,15467.0,142.0,,
Population 979,7938.0,6.0,,
Population 980,10248.0,22.0,,
Population 981,24024.0,50.0,,
Population 982,11485.0,30.0,,
Population 983,9663.0,30.0,,
Population 984,18414.0,82.0,,
Population 985,9570.0,39.0,,
Population 986,19224.0,83.0,,
Population 987,150223.0,1809.0,4.0,
Population 988,9051.0,25.0,,
Population 989,8835.0,8.0,,
Population 990,243121.0,2961.0,3.0,
Population 991,7680.0,10.0,,
Population 992,15238.0,76.0,,
Population 993,11255.0,25.0,,
Population 994,10295.0,129.0,,
Population 995,16523.0,128.0,,
Population 996,8797.0,80.0,,
Population 997,6875.0,6.0,,
Population 998,9894.0,12.0,,
Population 999,13790.0,59.0,,
