,1,2,3,4,5
Population 0,84853325.0,417026.0,948.0,,
Population 1,9393120.0,39846.0,,,
Population 2,51185972.0,5757120.0,53253.0,319.0,
Population 3,37254083.0,8573202.0,62454.0,,
Population 4,15630109.0,99410.0,,,
Population 5,58402964.0,555832.0,2063.0,,
Population 6,13241038.0,270055.0,,,
Population 7,14419475.0,63478.0,,,
Population 8,9830978.0,141858.0,,,
Population 9,11694359.0,220382.0,241.0,,
Population 10,9652325.0,722778.0,480.0,,
Population 11,13618748.0,158646.0,177.0,,
Population 12,8785859.0,26748.0,,,
Population 13,15863428.0,151111.0,2905.0,166.0,
Population 14,47059778.0,487361.0,1273.0,,
Population 15,41240629.0,1111549.0,607.0,,
Population 16,55808190.0,2492114.0,10291.0,,
Population 17,81068769.0,2162012.0,12260.0,,
Population 18,28930741.0,252593.0,1004.0,,
Population 19,60800192.0,2285270.0,14391.0,,
Population 20,100234623.0,1764114.0,26912.0,,
Population 21,83695688.0,2691639.0,10707.0,,
Population 22,7140051.0,47664.0,,,
Population 23,43854812.0,1666297.0,1047.0,,
Population 24,88959949.0,975156.0,4471.0,,
Population 25,26431595.0,451774.0,750.0,,
Population 26,6979112.0,67989.0,871.0,,
Population 27,65182064.0,330683.0,,,
Population 28,9791629.0,144831.0,,,
Population 29,110831508.0,3896979.0,17290.0,,
Population 30,104954135.0,1633434.0,28596.0,,
Population 31,25461755.0,223192.0,453.0,,
Population 32,54126261.0,640790.0,2183.0,,
Population 33,51315721.0,6259602.0,33926.0,,
Population 34,9002435.0,76077.0,420.0,,
Population 35,29182728.0,336548.0,607.0,,
Population 36,39485168.0,2531285.0,10452.0,,
Population 37,14560030.0,153143.0,393.0,,
Population 38,29773587.0,1113375.0,5486.0,,
Population 39,27364452.0,573828.0,1136.0,,
Population 40,23841400.0,453511.0,948.0,,
Population 41,11523749.0,79713.0,,,
Population 42,9367318.0,64573.0,138.0,,
Population 43,5922637.0,51439.0,,,
Population 44,20870070.0,251304.0,,,
