,selection_3_MaxAFs,selection_3_H,selection_3_total_m,selection_3_rec_errors
0,0.9999999055004388,0.3016402069048446,56578.0,4.424158681456536
1,0.9549366729661506,0.3340592445324073,56335.0,4.425939610464466
2,0.9921253429807878,0.642403893242631,54636.0,4.753669522736793
3,0.7285979133620636,0.5634944449066734,52630.0,5.102060751096236
4,0.9963455129722684,0.37628690982568425,59742.0,3.7327195224149925
5,0.9897446584917731,0.1543017721318728,58283.0,4.140050277551397
6,0.7780959243911417,0.4834572766199129,57382.0,4.517159176851912
7,0.979906566909379,0.5346650875312355,57199.0,4.1655058190678815
8,0.8020735042156297,0.6575176568110828,55134.0,4.916872473727388
9,0.5553514727760896,0.7981260750994872,55270.0,4.907951427322178
10,0.8693022960807502,0.6633320718828821,57391.0,3.9739815255077975
11,0.9996350942401598,0.542603080769299,55559.0,4.454269904565518
12,0.9993674027561071,0.45203020574085284,56118.0,4.752366613414562
13,0.9010441660279284,0.34110628773573304,54403.0,5.101448085750844
14,0.9991871577295697,0.520819607892518,57430.0,4.177455274966917
15,0.6450026565974348,0.5676515129801591,56202.0,4.784981175600327
16,0.9992455326857359,0.391864282220738,58091.0,4.214227863174315
17,0.9174498911996485,0.8748234450105212,54543.0,5.002653561115665
18,0.9301218957570703,0.5603450544172379,55677.0,4.7515388740801825
19,0.9612438657650229,0.4085444340219152,58482.0,4.01686845935987
20,0.7837380808240485,0.46795068166105913,56490.0,4.835479240371463
21,0.9698570798087538,0.7300025027719672,54817.0,4.957331331881676
22,0.8758534180194874,0.43702699903014053,56488.0,4.55746676941863
23,0.9977190984566615,0.37922954262523334,57720.0,4.24318981572311
24,0.4587339617170422,0.8400599891260201,53648.0,5.005450334128643
25,0.9886004234422243,0.41058587223037124,55664.0,4.907951427322178
26,0.951268878682039,0.8539276803653957,53981.0,4.953839527358841
27,0.6872025782023171,0.5568550127097524,56079.0,4.861713119442209
28,0.7122594546961243,0.45697452334353983,56361.0,4.7748445605234835
29,0.8057087906507151,0.6369537385818778,55239.0,4.639574082769254
30,0.9998286551139464,0.4995599895536029,57029.0,4.524520771616748
31,0.9995383868256547,0.12676049232472464,58643.0,3.9914238431430125
32,1.0,0.6324567055410575,58221.0,4.036860370160177
33,0.9344682656169954,0.16327864763489508,57467.0,4.564347246626927
34,0.8715696841868481,0.5763363014515999,53502.0,4.907951427322178
35,0.9025475423640889,0.22380238279325204,56916.0,4.575116331496577
36,0.905930961696175,0.84614952939836,51960.0,5.215061554201419
37,0.9997049294158294,0.10135295825505275,57820.0,4.403674690340782
38,0.8732544653168871,0.47883658056184863,55785.0,4.733330437397068
39,0.8899862397470876,0.5562700101046221,56205.0,4.891199685590649
40,0.8329177228317047,0.38863877172991845,53583.0,4.857242757239
41,0.9983355534573407,0.5124926909565979,57057.0,4.371538501029807
42,0.49343026594315625,0.760344232802785,53235.0,5.186507090713519
43,0.9838287797846401,0.06806429822304261,58223.0,4.35168357139149
44,0.9548492522812431,0.3803939926681129,57336.0,4.491344382901957
45,0.9999977320105331,0.44935840371079094,56066.0,4.787436312508245
46,0.998824451232243,0.3234098487939445,55803.0,4.624721781704746
47,0.9999785485996252,0.8790888862540369,53849.0,4.970353613286205
48,0.871741845205475,0.6179937958931606,52517.0,5.002653561115665
49,0.9990297214607395,0.28552617205103126,57140.0,4.37976779740745
50,0.953190114895745,0.8400707479207933,54442.0,4.957331331881676
51,0.9958742264792118,0.28997179156596553,56464.0,4.598382781779964
52,0.7322716783002642,0.4809090009869993,54101.0,5.0523712275637145
53,0.9983253045503936,0.27127196099076256,56308.0,4.4787047397481885
54,0.8207882488455569,0.6553888098112617,53599.0,5.066822776269795
55,0.5028783148824515,0.768323512960982,56363.0,4.2958232280397475
56,0.6822651479510472,0.7065031065531293,52698.0,5.271713408341494
57,0.999970885544305,0.5240290015890972,56778.0,4.198465650757214
58,0.760308357909734,0.7822806679975955,54678.0,4.671862394187036
59,0.9721645529105062,0.5237024605970864,56307.0,4.696377125263524
60,0.9990021963158453,0.750808582057447,54355.0,4.9735078993264175
61,0.9757865578618192,0.5575104756744946,55266.0,4.696377125263524
62,0.9753592050738155,0.7326186064502639,54642.0,4.677625144317826
63,0.9983400035275827,0.411261046283923,57497.0,4.36481643663593
64,0.9673653669262893,0.38122869085853217,55752.0,4.748024310719149
