,selection_0p01_MaxAFs,selection_0p01_H,selection_0p01_total_m,selection_0p01_rec_errors
0,0.005364559676674734,0.8670446506711008,63239.0,1.5751163314965773
1,0.005970851679098699,0.8874640079109286,62997.0,1.6099091696139958
2,0.004826943082579292,0.8544279358687228,63131.0,1.5751163314965773
3,0.0019264508713061422,0.9647887543669428,63045.0,1.6213654877881858
4,0.0037856524185697926,0.9307699659416065,63269.0,1.4783423943224498
5,0.0023986651782355794,0.9392846523678151,63328.0,1.61403988463287
6,0.0071142190508589505,0.817636896331541,62739.0,1.6091937398700544
7,0.0008700832318629978,0.9792572033014176,62919.0,1.5983827817799643
8,0.24017779078702645,0.10519464256792388,63036.0,1.5424734474998765
9,0.0013236639435129046,0.9696215232530946,63212.0,1.5867854618821653
10,0.026353264427632438,0.4928025603048557,63467.0,1.590083309454453
11,0.0018527326227613515,0.9583448991197671,63489.0,1.5595178172036697
12,0.0014690386319961752,0.9756206921406266,63064.0,1.57513300907954
13,0.007154243910428952,0.8461161480357056,62894.0,1.5850535242559811
14,0.000648309943646733,0.9853608099480837,62662.0,1.6596229807448815
15,0.019031782066624134,0.6933854863803398,62808.0,1.5867854618821653
16,0.0006022027486881163,0.9867528181188708,62725.0,1.5337309024827395
17,0.026221549221165975,0.6133410412379048,63096.0,1.5825979992919255
18,0.004730965891955542,0.8994094770576271,62597.0,1.6139831309345922
19,0.0011695609319295865,0.9656748055974212,63139.0,1.6180032058329168
20,0.013329566867189294,0.6982578538513992,62847.0,1.5633744957798292
21,0.001635899084331039,0.9681682966532557,63046.0,1.6510831619273247
22,0.017698590849176236,0.8383370072637695,62983.0,1.5880481376803672
23,0.0020686898925339823,0.9510889701330532,63074.0,1.6665067726228031
24,0.001263957402621832,0.9728381777618581,63093.0,1.61403988463287
25,0.023916627607563974,0.6710535074012136,62751.0,1.5396690443989804
26,0.007294738985210621,0.8111745905506291,63063.0,1.631297993097558
27,0.0009624952117716695,0.9835409244489622,62915.0,1.5013335298040271
28,0.0006850960455309882,0.9832342755648327,63227.0,1.578940921002122
29,0.00613825335619272,0.9001890356946052,62973.0,1.5867854618821653
30,0.019214303673497763,0.5851361932960822,63301.0,1.6882732300192203
31,0.00640639156544339,0.8936502987064222,63031.0,1.5396690443989804
32,0.00129622470731059,0.9719098280526703,62944.0,1.6327525830735716
33,0.0032453898367629185,0.9250100776732554,62973.0,1.64831642860851
34,0.00011824472357190266,0.9962363361619481,63174.0,1.583870003039106
35,0.0019740099231583693,0.9579930479996158,63142.0,1.6674014697579587
36,0.0007991484249367263,0.9806247783843666,62729.0,1.6533029409460944
37,0.002363777658442968,0.9459641942024026,63005.0,1.5156616046293685
38,0.0005085794562232372,0.9850819183015604,62725.0,1.5983827817799643
39,0.0032374175101518516,0.9336137425717778,63204.0,1.6075175121557557
40,0.004317513130305952,0.9202283169007276,63429.0,1.5970139340869451
41,0.0028551238310651275,0.9546901120896483,62972.0,1.6553224161398354
42,0.001307169474662421,0.9654869410844965,63201.0,1.5963253096592176
43,0.0014099506336869955,0.9633347519150155,62654.0,1.491344382901957
44,0.010267763905079934,0.7478187894487449,62953.0,1.677625144317826
45,0.0041328781696108536,0.9154611205234435,62878.0,1.6325286152759197
46,0.004432244188377934,0.9183143340046682,63113.0,1.5751163314965773
47,0.012368411831011727,0.7686635354625972,63188.0,1.5396690443989804
48,0.002272808944558714,0.9501343256362449,63138.0,1.5633744957798292
49,0.0012679607476657514,0.9712555463739759,62921.0,1.6327525830735716
50,0.005318186164771136,0.8833647003039573,63080.0,1.5671162053149175
51,0.008125604899207757,0.7547597062925596,63007.0,1.638087501104902
52,0.00033510403460979417,0.9918463823564627,63225.0,1.6428404813418016
53,0.000726667261555722,0.9841671124934295,63068.0,1.5840462774812707
54,0.014471963470730742,0.6606346825068938,62723.0,1.5751163314965773
55,0.030016161916304025,0.6305553205543947,62954.0,1.5156616046293685
56,0.004193976431311186,0.8889853052732569,63640.0,1.5501622607805317
57,0.02896913255167363,0.4596590301454271,63208.0,1.5535675775378976
58,0.0009397036358027463,0.9787378023653995,63018.0,1.5751163314965773
59,0.009067473434047128,0.8249169504882017,63357.0,1.677625144317826
60,0.0016911641458493513,0.9633372486808854,63349.0,1.5703991664013248
61,0.058020144677625354,0.30620027997663146,62902.0,1.6841348521239468
62,0.003386941588455322,0.9449189455981964,62946.0,1.4783433701087354
63,0.000535099469421905,0.9872340888486499,62686.0,1.6099091696139958
64,0.04452450771806695,0.3791854109176417,62814.0,1.6553224161398354
65,0.0023116826276568586,0.9647579266350442,63082.0,1.6213654877881858
66,0.001175669039925781,0.9745497474513963,63439.0,1.6099091696139958
67,0.000952899210883133,0.980361313734178,63354.0,1.5867854618821653
68,0.008819369131754441,0.85980807956854,63228.0,1.64831642860851
69,0.0031508988665095504,0.9236661451926232,63482.0,1.6014382747877463
70,0.002109015432525737,0.9600552392273174,62710.0,1.6506440344024522
71,0.003980871330110618,0.938755092089535,62735.0,1.6327525830735716
72,0.010093437987416387,0.8338117671282735,63199.0,1.590233232171677
73,0.002645171578858376,0.9354387321603357,62182.0,1.5410712459494285
74,0.0020920484658696406,0.9511682012928967,63088.0,1.6180032058329168
75,0.009996644664219305,0.7366375028779382,63071.0,1.6112605920713605
76,0.002314397342321834,0.9281694698127396,63038.0,1.5396690443989804
77,0.03213605338922805,0.44080821219895705,62826.0,1.5525633102976641
78,0.0012550744438763113,0.9744399233498809,63331.0,1.5977025585146727
79,0.014288737412583288,0.7600163418161412,63335.0,1.558381267348011
80,0.0036229327651859356,0.9168099460350496,62698.0,1.590485048649633
81,0.0011676279863611703,0.9756797503077467,63107.0,1.5751163314965773
82,0.01089939897162313,0.7720087467368404,63420.0,1.6006137029792527
83,0.0005270841884648733,0.9870902176864951,62929.0,1.5751163314965773
84,0.0016467665338601334,0.9692198209408567,63257.0,1.6099407543581954
85,0.003161104819110787,0.9354336606010536,63332.0,1.491344382901957
86,0.001149432525410481,0.9721482052884824,63191.0,1.5867854618821653
87,0.0015349134169677931,0.9677820964844012,63351.0,1.5396690443989804
88,0.0007666319850413724,0.9849961197029502,62898.0,1.5867854618821653
89,0.07283327733661613,0.4949272169462825,62751.0,1.5727033230895167
90,0.0011299484340808474,0.9693609946277373,62659.0,1.676242544849142
91,0.005114445110990894,0.8838474052951159,63303.0,1.6447349807875362
92,0.0006245046451130407,0.9870941780556292,62935.0,1.6036439085699854
93,0.0004158152506776542,0.9870983849115337,63038.0,1.5708177735569464
94,0.0013953891104049284,0.9627798384687256,62620.0,1.6032967158437064
