,1,2,3
Population 315,216.0,7.0,
Population 316,79.0,,
Population 317,217.0,,
Population 318,41.0,5.0,
Population 319,46.0,,
Population 320,176.0,,
Population 321,5984.0,16.0,
Population 322,46.0,,
Population 323,29.0,,
Population 324,128.0,,
Population 325,968.0,,
Population 326,29.0,,
Population 327,10323.0,31.0,
Population 328,33.0,,
Population 329,5436.0,18.0,
Population 330,54.0,,
Population 331,282.0,13.0,
Population 332,41.0,,
Population 333,52.0,,
Population 334,27.0,,
Population 335,88.0,,
Population 336,43.0,,
Population 337,23.0,,
Population 338,70.0,,
Population 339,453.0,1.0,
Population 340,569.0,,
Population 341,155.0,,
Population 342,51.0,,
Population 343,174.0,,
Population 344,1210.0,3.0,
Population 345,220.0,,
Population 346,98.0,,
Population 347,488.0,1.0,
Population 348,13952.0,32.0,
Population 349,285.0,,
Population 350,69.0,,
Population 351,54.0,,
Population 352,613.0,,
Population 353,67.0,,
Population 354,500.0,,
Population 355,1109.0,1.0,
Population 356,70.0,,
Population 357,98.0,,
Population 358,28.0,,
Population 359,115.0,,
Population 360,39.0,,
Population 361,52.0,1.0,
Population 362,35.0,,
Population 363,195.0,,
Population 364,36.0,,
Population 365,46.0,,
Population 366,100.0,,
Population 367,58.0,,
Population 368,2434.0,5.0,
Population 369,82.0,1.0,
Population 370,47.0,,
Population 371,60.0,,
Population 372,59.0,,
Population 373,162.0,,
Population 374,51.0,,
Population 375,26.0,,
Population 376,111.0,,
Population 377,94.0,,
Population 378,1157.0,,
Population 379,190.0,,
Population 380,52.0,,
Population 381,41.0,,
Population 382,241.0,,
Population 383,34.0,,
Population 384,76.0,,
Population 385,396.0,,
Population 386,80.0,,
Population 387,28.0,,
Population 388,33.0,,
Population 389,58.0,,
Population 390,32.0,,
Population 391,84.0,,
Population 392,58.0,,
Population 393,123.0,,
Population 394,801.0,,
Population 395,46.0,,
Population 396,465.0,2.0,
Population 397,32.0,,
Population 398,172.0,,
Population 399,60.0,,
Population 400,34.0,,
Population 401,46.0,,
Population 402,44.0,,
Population 403,65.0,,
Population 404,93.0,,
Population 405,70.0,,
Population 406,46.0,,
Population 407,494.0,,
Population 408,237.0,,
Population 409,336.0,,
Population 410,44.0,,
Population 411,144.0,,
Population 412,93.0,,
Population 413,616.0,,
Population 414,357.0,,
Population 415,95.0,,
Population 416,59.0,,
Population 417,96.0,,
Population 418,46.0,,
Population 419,61.0,,
Population 420,23.0,,
Population 421,52.0,,
Population 422,47.0,,
Population 423,145.0,,
Population 424,72.0,,
Population 425,33.0,,
Population 426,49.0,,
Population 427,131.0,,
Population 428,134.0,,
Population 429,991.0,,
Population 430,89.0,,
Population 431,105.0,,
Population 432,754.0,3.0,
Population 433,288.0,1.0,
Population 434,44.0,,
Population 435,145.0,,
Population 436,422.0,,
Population 437,25.0,,
Population 438,138.0,,
Population 439,70.0,,
Population 440,17.0,,
Population 441,49.0,,
Population 442,212.0,,
Population 443,73.0,,
Population 444,99.0,,
Population 445,36.0,,
Population 446,130.0,,
Population 447,50.0,,
Population 448,11.0,,
Population 449,129.0,,
Population 450,80.0,,
Population 451,7428.0,42.0,
Population 452,40.0,,
Population 453,71.0,,
Population 454,59.0,1.0,
Population 455,307.0,1.0,
Population 456,27.0,,
Population 457,50.0,,
Population 458,28.0,,
Population 459,1728.0,1.0,
Population 460,48.0,,
Population 461,60.0,,
Population 462,4625.0,5.0,
Population 463,82.0,,
Population 464,19.0,,
Population 465,1678.0,8.0,
Population 466,3920.0,6.0,
Population 467,80.0,,
Population 468,87.0,,
Population 469,193.0,,
Population 470,78.0,,
Population 471,36.0,,
Population 472,207.0,,
Population 473,203.0,,
Population 474,56.0,,
Population 475,134.0,,
Population 476,563.0,,
Population 477,12.0,,
Population 478,86.0,,
Population 479,57.0,,
Population 480,1074.0,2.0,
Population 481,59.0,,
Population 482,118.0,,
Population 483,42.0,,
Population 484,111.0,,
Population 485,196.0,,
Population 486,273.0,,
Population 487,47.0,,
Population 488,10528.0,3369.0,11.0
Population 489,102.0,,
Population 490,42.0,,
Population 491,36.0,,
Population 492,137.0,,
Population 493,9768.0,21.0,
Population 494,90.0,,
Population 495,39.0,,
Population 496,107.0,,
Population 497,138.0,8.0,
Population 498,27.0,,
Population 499,61.0,,
Population 500,28.0,,
Population 501,839.0,,
Population 502,50.0,,
Population 503,34.0,,
Population 504,84.0,1.0,
Population 505,43.0,,
Population 506,169.0,,
Population 507,70.0,,
Population 508,39.0,,
Population 509,22.0,,
Population 510,58.0,,
Population 511,35.0,,
Population 512,172.0,1.0,
Population 513,108.0,1.0,
Population 514,109.0,,
Population 515,131.0,,
Population 516,33.0,,
Population 517,79.0,7.0,
Population 518,239.0,1.0,
Population 519,36.0,,
Population 520,32.0,,
Population 521,434.0,,
Population 522,62.0,,
Population 523,40.0,,
Population 524,2502.0,32.0,
Population 525,55.0,,
Population 526,99.0,,
Population 527,2896.0,21.0,
Population 528,76.0,,
Population 529,59.0,,
Population 530,155.0,,
Population 531,35.0,,
Population 532,79.0,,
Population 533,211.0,,
Population 534,174.0,,
Population 535,59.0,,
Population 536,83.0,,
Population 537,110.0,10.0,
Population 538,258.0,,
Population 539,210.0,,
Population 540,41.0,,
Population 541,514.0,,
Population 542,32.0,,
Population 543,41.0,,
Population 544,95.0,,
Population 545,2227.0,17.0,
Population 546,51.0,,
Population 547,28.0,,
Population 548,332.0,,
Population 549,44.0,,
Population 550,177.0,,
Population 551,32.0,,
Population 552,48.0,,
Population 553,46.0,,
Population 554,128.0,,
Population 555,107.0,,
Population 556,83.0,,
Population 557,7609.0,29.0,
Population 558,40.0,,
Population 559,997.0,2.0,
Population 560,222.0,,
Population 561,76.0,,
Population 562,132.0,,
Population 563,183.0,1.0,
Population 564,429.0,1.0,
Population 565,64.0,,
Population 566,44.0,,
Population 567,69.0,,
Population 568,63.0,,
Population 569,97.0,,
Population 570,32.0,,
Population 571,48.0,,
Population 572,91.0,,
Population 573,229.0,1.0,
Population 574,185.0,,
Population 575,50.0,,
Population 576,130.0,,
Population 577,84.0,,
Population 578,391.0,,
Population 579,46.0,,
Population 580,160.0,4.0,
Population 581,113.0,,
Population 582,19.0,,
Population 583,31.0,,
Population 584,254.0,1.0,
Population 585,69.0,,
Population 586,132.0,,
Population 587,84.0,,
Population 588,57.0,,
Population 589,83.0,,
Population 590,19.0,,
Population 591,39.0,,
Population 592,53.0,,
Population 593,886.0,,
Population 594,25.0,,
Population 595,56.0,,
Population 596,89.0,,
Population 597,35.0,,
Population 598,40.0,,
Population 599,35.0,,
Population 600,91.0,,
Population 601,221.0,1.0,
Population 602,167.0,,
Population 603,142.0,,
Population 604,69.0,,
Population 605,124.0,,
Population 606,72.0,,
Population 607,53.0,,
Population 608,1588.0,18.0,
Population 609,161.0,,
Population 610,24.0,,
Population 611,54.0,,
Population 612,752.0,,
Population 613,9951.0,28.0,
Population 614,58.0,,
Population 615,63.0,,
Population 616,67.0,,
Population 617,400.0,,
Population 618,1770.0,2.0,
Population 619,50.0,,
Population 620,34.0,,
Population 621,26.0,,
Population 622,158.0,,
Population 623,1037.0,4.0,
Population 624,497.0,2.0,
Population 625,35.0,,
Population 626,42.0,,
Population 627,740.0,,
Population 628,61.0,,
Population 629,25.0,,
Population 630,77.0,,
Population 631,80.0,,
Population 632,60.0,,
Population 633,293.0,,
Population 634,327.0,,
Population 635,48.0,,
Population 636,11225.0,58.0,
Population 637,43.0,,
Population 638,19.0,,
Population 639,86.0,,
Population 640,47.0,,
Population 641,963.0,2.0,
Population 642,33.0,,
Population 643,13549.0,32.0,
Population 644,859.0,16.0,
Population 645,56.0,,
Population 646,145.0,,
Population 647,61.0,,
Population 648,279.0,1.0,
Population 649,52.0,,
Population 650,29.0,,
Population 651,185.0,,
Population 652,11.0,,
Population 653,73.0,,
Population 654,48.0,,
Population 655,66.0,,
Population 656,96.0,,
Population 657,31.0,,
Population 658,38.0,,
Population 659,102.0,,
Population 660,80.0,,
Population 661,44.0,,
Population 662,37.0,,
Population 663,109.0,,
Population 664,22.0,,
Population 665,77.0,,
Population 666,68.0,,
Population 667,74.0,,
Population 668,836.0,7.0,
Population 669,54.0,1.0,
Population 670,63.0,,
Population 671,26.0,,
Population 672,52.0,,
Population 673,370.0,,
Population 674,17.0,,
Population 675,683.0,,
Population 676,410.0,,
Population 677,90.0,,
Population 678,20.0,,
Population 679,179.0,,
Population 680,190.0,,
Population 681,49.0,,
Population 682,70.0,,
Population 683,33.0,,
Population 684,84.0,5.0,
Population 685,535.0,9.0,
Population 686,51.0,,
Population 687,56.0,,
Population 688,109.0,,
Population 689,349.0,1.0,
Population 690,267.0,,
Population 691,52.0,,
Population 692,94.0,,
Population 693,5540.0,218.0,
Population 694,190.0,,
Population 695,1499.0,86.0,
Population 696,260.0,1.0,
Population 697,95.0,2.0,
Population 698,67.0,,
Population 699,261.0,,
Population 700,31.0,,
Population 701,15.0,,
Population 702,58.0,,
Population 703,157.0,,
Population 704,120.0,,
Population 705,112.0,,
Population 706,47.0,,
Population 707,291.0,,
Population 708,366.0,1.0,
Population 709,49.0,,
Population 710,375.0,1.0,
Population 711,21.0,,
Population 712,7553.0,37.0,
Population 713,8608.0,35.0,
Population 714,137.0,,
Population 715,358.0,1.0,
Population 716,468.0,,
Population 717,208.0,,
Population 718,42.0,,
Population 719,400.0,3.0,
Population 720,220.0,1.0,
Population 721,95.0,,
Population 722,184.0,,
Population 723,201.0,,
Population 724,77.0,,
Population 725,65.0,,
Population 726,71.0,,
Population 727,70.0,,
Population 728,29.0,,
Population 729,31.0,,
Population 730,15.0,,
Population 731,47.0,,
Population 732,52.0,,
Population 733,76.0,,
Population 734,28.0,,
Population 735,131.0,,
Population 736,1138.0,,
Population 737,549.0,1.0,
Population 738,113.0,,
Population 739,14.0,,
Population 740,64.0,,
Population 741,25.0,,
Population 742,832.0,13.0,
Population 743,107.0,,
Population 744,5930.0,13.0,
Population 745,78.0,,
Population 746,42.0,,
Population 747,41.0,,
Population 748,137.0,,
Population 749,39.0,,
Population 750,28.0,,
Population 751,30.0,,
Population 752,65.0,1.0,
Population 753,62.0,,
Population 754,34.0,,
Population 755,24.0,,
Population 756,71.0,,
Population 757,50.0,1.0,
Population 758,44.0,,
Population 759,310.0,1.0,
Population 760,1316.0,,
Population 761,56.0,,
Population 762,5079.0,5.0,
Population 763,10217.0,93.0,
Population 764,57.0,,
Population 765,58.0,,
Population 766,192.0,,
Population 767,32.0,,
Population 768,165.0,,
Population 769,3264.0,5.0,
Population 770,74.0,,
Population 771,29.0,,
Population 772,40.0,,
Population 773,73.0,,
Population 774,126.0,,
Population 775,123.0,,
Population 776,126.0,,
Population 777,94.0,1.0,
Population 778,49.0,,
Population 779,55.0,,
Population 780,464.0,1.0,
Population 781,31.0,,
Population 782,145.0,,
Population 783,29.0,,
Population 784,664.0,3.0,
Population 785,45.0,,
Population 786,90.0,,
Population 787,230.0,,
Population 788,161.0,,
Population 789,535.0,,
Population 790,28.0,,
Population 791,1430.0,,
Population 792,435.0,,
Population 793,62.0,,
Population 794,344.0,,
Population 795,141.0,,
Population 796,791.0,2.0,
Population 797,17.0,,
Population 798,215.0,2.0,
Population 799,12201.0,69.0,
Population 800,559.0,6.0,
Population 801,130.0,1.0,
Population 802,490.0,,
Population 803,39.0,,
Population 804,12855.0,25.0,
Population 805,19.0,,
Population 806,79.0,,
Population 807,286.0,4.0,
Population 808,91.0,,
Population 809,44.0,,
Population 810,225.0,1.0,
Population 811,169.0,,
Population 812,72.0,,
Population 813,39.0,,
Population 814,362.0,,
Population 815,14.0,,
Population 816,25.0,,
Population 817,55.0,,
Population 818,46.0,,
Population 819,67.0,,
Population 820,54.0,,
Population 821,7551.0,9.0,
Population 822,18.0,,
Population 823,210.0,,
Population 824,60.0,1.0,
Population 825,68.0,,
Population 826,37.0,,
Population 827,7595.0,51.0,
Population 828,112.0,,
Population 829,219.0,,
Population 830,20.0,,
Population 831,370.0,1.0,
Population 832,18.0,,
Population 833,16.0,,
Population 834,255.0,,
Population 835,747.0,,
Population 836,40.0,,
Population 837,87.0,,
Population 838,54.0,,
Population 839,87.0,,
Population 840,42.0,,
Population 841,36.0,,
Population 842,67.0,,
Population 843,57.0,,
Population 844,31.0,,
Population 845,15.0,,
Population 846,512.0,,
Population 847,88.0,,
Population 848,117.0,,
Population 849,46.0,,
Population 850,260.0,,
Population 851,72.0,,
Population 852,40.0,,
Population 853,46.0,,
Population 854,144.0,,
Population 855,20.0,,
Population 856,55.0,,
Population 857,60.0,,
Population 858,33.0,,
Population 859,69.0,,
Population 860,117.0,,
Population 861,186.0,,
Population 862,70.0,,
Population 863,33.0,,
Population 864,44.0,,
Population 865,66.0,,
Population 866,55.0,,
Population 867,26.0,,
Population 868,28.0,,
Population 869,42.0,,
Population 870,25.0,,
Population 871,115.0,,
Population 872,105.0,,
Population 873,211.0,,
Population 874,116.0,,
Population 875,526.0,3.0,
Population 876,541.0,2.0,
Population 877,350.0,,
Population 878,0.0,57.0,1.0
Population 879,63.0,,
Population 880,231.0,1.0,
Population 881,1847.0,2.0,
Population 882,54.0,,
Population 883,79.0,,
Population 884,34.0,,
Population 885,4219.0,4.0,
Population 886,57.0,,
Population 887,57.0,,
Population 888,82.0,,
Population 889,86.0,,
Population 890,31.0,,
Population 891,72.0,,
Population 892,51.0,,
Population 893,25.0,,
Population 894,20.0,,
Population 895,28.0,,
Population 896,59.0,,
Population 897,517.0,1.0,
Population 898,57.0,,
Population 899,81.0,,
Population 900,55.0,,
Population 901,694.0,,
Population 902,113.0,2.0,
Population 903,49.0,,
Population 904,68.0,,
Population 905,257.0,,
Population 906,1901.0,,
Population 907,1053.0,,
Population 908,45.0,,
Population 909,121.0,,
Population 910,42.0,1.0,
Population 911,31.0,2.0,
Population 912,36.0,,
Population 913,244.0,2.0,
Population 914,43.0,,
Population 915,44.0,,
Population 916,66.0,,
Population 917,78.0,,
Population 918,68.0,,
Population 919,174.0,24.0,
Population 920,430.0,,
Population 921,145.0,,
Population 922,44.0,,
Population 923,183.0,,
Population 924,29.0,,
Population 925,480.0,1.0,
Population 926,23.0,,
Population 927,65.0,,
Population 928,50.0,,
Population 929,2100.0,3.0,
Population 930,76.0,,
Population 931,67.0,1.0,
Population 932,319.0,1.0,
Population 933,109.0,,
Population 934,72.0,,
Population 935,290.0,,
Population 936,1526.0,6.0,
Population 937,103.0,,
Population 938,5735.0,8.0,
Population 939,36.0,,
Population 940,38.0,,
Population 941,248.0,1.0,
Population 942,45.0,,
Population 943,43.0,,
Population 944,149.0,,
Population 945,106.0,,
Population 946,111.0,,
Population 947,59.0,,
Population 948,50.0,,
Population 949,276.0,,
Population 950,1032.0,25.0,
Population 951,25.0,,
Population 952,23.0,,
Population 953,627.0,,
Population 954,125.0,,
Population 955,27.0,,
Population 956,22.0,,
Population 957,85.0,,
Population 958,52.0,,
Population 959,917.0,,
Population 960,233.0,3.0,
Population 961,48.0,,
Population 962,554.0,,
Population 963,48.0,,
Population 964,21.0,,
Population 965,96.0,1.0,
Population 966,43.0,,
Population 967,114.0,,
Population 968,80.0,,
Population 969,373.0,,
Population 970,86.0,,
Population 971,33.0,,
Population 972,190.0,,
Population 973,3251.0,5.0,
Population 974,223.0,,
Population 975,63.0,,
Population 976,5686.0,77.0,
Population 977,46.0,,
Population 978,120.0,,
Population 979,80.0,,
Population 980,469.0,1.0,
Population 981,38.0,,
Population 982,431.0,,
Population 983,73.0,,
Population 984,96.0,,
Population 985,26.0,,
Population 986,1519.0,,
Population 987,93.0,,
Population 988,338.0,,
Population 989,285.0,,
Population 990,41.0,,
Population 991,71.0,,
Population 992,204.0,,
Population 993,757.0,,
Population 994,25.0,,
Population 995,411.0,16.0,
Population 996,94.0,,
Population 997,23.0,,
Population 998,358.0,,
Population 999,46.0,,
