,1,2,3,4,5
Population 0,82683090.0,2348426.0,29578.0,,
Population 1,25683975.0,890909.0,7949.0,,
Population 2,54004969.0,2967665.0,17067.0,,
Population 3,49996719.0,2484312.0,11966.0,,
Population 4,34301220.0,547793.0,7800.0,,
Population 5,113012610.0,2565803.0,111054.0,179.0,
Population 6,39913041.0,1120444.0,875.0,,
Population 7,89698126.0,5703715.0,168799.0,794.0,
Population 8,41314768.0,10230127.0,48852.0,2138.0,
Population 9,39315888.0,817417.0,2091.0,,
Population 10,69054893.0,523466.0,3694.0,,
Population 11,62121864.0,1779058.0,6290.0,,
Population 12,75205600.0,4465153.0,124504.0,,
Population 13,63150500.0,14089224.0,196870.0,815.0,
Population 14,103919945.0,1059424.0,3471.0,,
Population 15,27327999.0,1246447.0,5767.0,,
Population 16,45223598.0,6740544.0,30444.0,,
Population 17,61050300.0,884244.0,829.0,,
Population 18,74037413.0,1694316.0,3712.0,,
Population 19,51634128.0,1213215.0,3957.0,,
Population 20,79923814.0,1055160.0,2392.0,,
Population 21,14380108.0,625496.0,427.0,,
Population 22,51826920.0,2102117.0,19710.0,,
Population 23,53196184.0,1224032.0,5237.0,,
Population 24,75448414.0,17263387.0,477208.0,1940.0,
Population 25,24335166.0,255410.0,693.0,,
Population 26,80169344.0,1973509.0,7140.0,,
Population 27,26713109.0,675871.0,4576.0,,
Population 28,62021080.0,20583790.0,31180534.0,334392.0,389.0
Population 29,57003246.0,3106496.0,48158.0,,
Population 30,38413843.0,2093840.0,32178.0,,
Population 31,18021189.0,233287.0,,,
Population 32,83794279.0,4847499.0,73527.0,,
Population 33,38163030.0,597457.0,,,
Population 34,91819752.0,1424361.0,15265.0,,
Population 35,34281904.0,2939289.0,17039.0,,
Population 36,63243949.0,3350844.0,12336.0,,
Population 37,80975619.0,2168587.0,4365.0,,
Population 38,98840909.0,9185802.0,57228.0,174.0,
Population 39,30100597.0,286314.0,1959.0,,
Population 40,16813192.0,208912.0,,,
Population 41,57061599.0,48405077.0,281828.0,274.0,
Population 42,34001223.0,20811546.0,91019.0,1770.0,
Population 43,59708607.0,54026246.0,862903.0,784.0,
Population 44,107423219.0,5841533.0,104920.0,2183.0,
Population 45,40760986.0,432517.0,110.0,,
Population 46,27553785.0,1065816.0,33253.0,,
Population 47,105609796.0,7540604.0,71727.0,,
Population 48,26849215.0,84923006.0,539876.0,2218.0,
Population 49,61997074.0,521249.0,1036.0,,
Population 50,19531730.0,406260.0,,,
Population 51,48222433.0,2144094.0,21254.0,157.0,
Population 52,94596838.0,19179236.0,237833.0,225.0,
Population 53,75721335.0,1956296.0,60814.0,675.0,
Population 54,20735609.0,73279552.0,642728.0,3518.0,
Population 55,58378696.0,7602051.0,73854.0,,
Population 56,23198216.0,158191.0,1996.0,,
Population 57,100666356.0,5958435.0,28800.0,,
Population 58,61640206.0,1059703.0,1828.0,,
Population 59,46185837.0,536436.0,483.0,,
Population 60,90587570.0,4034132.0,28162.0,,
Population 61,89670741.0,17365002.0,143194.0,,
Population 62,101453077.0,1609624.0,23110.0,,
Population 63,60082732.0,1213979.0,897.0,,
Population 64,91172536.0,1280377.0,1852.0,,
Population 65,34483179.0,636165.0,1670.0,,
Population 66,57240787.0,2776178.0,11362.0,,
Population 67,66562315.0,1494297.0,3297.0,,
Population 68,24683614.0,757915.0,2390.0,,
Population 69,42230269.0,935590.0,142790.0,,
Population 70,40919051.0,714287.0,1009.0,,
Population 71,72364910.0,2712755.0,6344.0,,
Population 72,17692439.0,1663571.0,6925.0,,
Population 73,66096181.0,1849154.0,2870.0,,
Population 74,17291030.0,328992.0,,,
Population 75,5088344.0,93469928.0,16128514.0,108341.0,
Population 76,57066598.0,2859576.0,16262.0,,
Population 77,31166352.0,372726.0,3967.0,,
Population 78,698775.0,112830009.0,1089616.0,891.0,
Population 79,49683939.0,866927.0,1276.0,,
Population 80,40614226.0,10211939.0,77441.0,,
Population 81,30967402.0,484838.0,978.0,,
Population 82,25163460.0,882501.0,4651.0,107.0,
Population 83,39688228.0,270832.0,,,
Population 84,42711687.0,19166912.0,588823.0,815.0,
Population 85,45475369.0,1292817.0,9047.0,,
Population 86,89825709.0,2537006.0,5589.0,,
Population 87,110382677.0,4989917.0,47079.0,,
Population 88,69657745.0,1241736.0,1049.0,,
Population 89,58138179.0,3811207.0,17812.0,,
Population 90,96280930.0,2751684.0,47748.0,,
Population 91,71826036.0,4844749.0,16265.0,113.0,
Population 92,72305893.0,1734244.0,7280.0,,
Population 93,79830911.0,980497.0,4398.0,876.0,
Population 94,52195920.0,586861.0,1508.0,,
Population 95,87541246.0,1591112.0,6329.0,,
Population 96,28536898.0,1311174.0,710.0,,
Population 97,96209186.0,5426116.0,20795.0,,
Population 98,44191725.0,383776.0,323.0,,
Population 99,36369304.0,379936.0,214.0,,
Population 100,93621989.0,3841433.0,14055.0,,
Population 101,45192105.0,755844.0,14160.0,,
Population 102,41447942.0,1425660.0,69678.0,,
Population 103,103878219.0,2280914.0,3643.0,,
Population 104,51472374.0,854728.0,470.0,,
Population 105,75838547.0,592904.0,4036.0,,
Population 106,103385012.0,1292299.0,10421.0,,
Population 107,105698933.0,6799747.0,61738.0,144.0,
Population 108,41713711.0,589544.0,119.0,,
Population 109,18728156.0,339500.0,527.0,,
Population 110,16322565.0,309694.0,2053.0,,
Population 111,16485061.0,5145725.0,22368.0,,
Population 112,64154567.0,943447.0,2998.0,,
Population 113,110776424.0,4230889.0,19516.0,,
Population 114,24787823.0,271974.0,294.0,,
Population 115,33927800.0,306051.0,,,
Population 116,73233337.0,2159786.0,6081.0,,
Population 117,81894828.0,1032230.0,2675.0,,
Population 118,75857124.0,1048957.0,7280.0,,
Population 119,91018686.0,2658180.0,4415.0,,
Population 120,108448202.0,2970025.0,8824.0,,
Population 121,31897567.0,2265326.0,4933.0,,
Population 122,102510011.0,961770.0,9199.0,,
Population 123,105945047.0,5281740.0,50885.0,,
Population 124,94230632.0,2368719.0,9778.0,,
Population 125,4345309.0,99268100.0,5618277.0,40890.0,204.0
Population 126,96507737.0,19118890.0,194094.0,1472.0,
Population 127,84578546.0,771501.0,406.0,,
Population 128,53089179.0,1947674.0,6382.0,,
Population 129,104089022.0,2942493.0,29856.0,,
Population 130,96290266.0,7010998.0,17879.0,,
Population 131,41100617.0,976413.0,2185.0,,
Population 132,24152344.0,396390.0,3594.0,,
Population 133,42775025.0,897538.0,1298.0,,
Population 134,39244339.0,5273213.0,12006.0,,
Population 135,63390551.0,1348661.0,8719.0,,
Population 136,96144488.0,3696603.0,10788.0,,
Population 137,49839846.0,1702907.0,7246.0,,
Population 138,58734283.0,989051.0,1782.0,,
Population 139,41782321.0,4437560.0,20720.0,,
Population 140,63719792.0,1774389.0,7814.0,,
Population 141,50032748.0,729229.0,10906.0,,
Population 142,48494817.0,731895.0,1175.0,,
Population 143,87626929.0,1226087.0,6307.0,,
Population 144,35635281.0,3147572.0,15962.0,,
Population 145,71521487.0,1143652.0,4772.0,,
Population 146,44690173.0,2111095.0,1611.0,,
Population 147,58854518.0,1323959.0,8615.0,,
Population 148,83496201.0,938864.0,2733.0,,
Population 149,48166818.0,38164806.0,146123.0,,
Population 150,37812021.0,747980.0,2005.0,,
Population 151,36267335.0,631853.0,3936.0,,
Population 152,111781506.0,3111480.0,37751.0,357.0,
Population 153,97125199.0,13349915.0,1848059.0,3635.0,
Population 154,92980655.0,19722111.0,579433.0,1600.0,
Population 155,72470287.0,1147340.0,1977.0,,
Population 156,107618864.0,6357457.0,66116.0,,
Population 157,90069955.0,5493701.0,22842.0,,
Population 158,105097830.0,3968131.0,31631.0,635.0,
Population 159,33694999.0,210061.0,309.0,,
Population 160,96601599.0,711679.0,938.0,,
Population 161,103753258.0,3640742.0,12915.0,,
Population 162,55109312.0,4850479.0,74780.0,,
Population 163,97427774.0,2709317.0,5381.0,,
Population 164,66034521.0,841554.0,2866.0,,
Population 165,71946481.0,29762573.0,313389.0,104.0,
Population 166,70684734.0,2184238.0,5937.0,,
Population 167,57155768.0,633260.0,2767.0,,
Population 168,99651906.0,5538775.0,32907.0,,
Population 169,74284100.0,658063.0,1395.0,,
Population 170,89574385.0,17696651.0,172169.0,233.0,
Population 171,43809407.0,809883.0,838.0,,
Population 172,48545919.0,981790.0,10941.0,,
Population 173,68720409.0,1029021.0,1810.0,,
Population 174,97083248.0,1031911.0,1221.0,,
Population 175,75595116.0,804435.0,533.0,,
Population 176,13921535.0,247697.0,2506.0,,
Population 177,41949234.0,6330599.0,20855.0,,
Population 178,44692300.0,1023503.0,5752.0,,
Population 179,93731404.0,3473394.0,18327.0,,
Population 180,56682934.0,894099.0,2897.0,,
Population 181,32141795.0,841223.0,3044.0,,
Population 182,29450789.0,358619.0,2405.0,,
Population 183,73459252.0,4019307.0,24908.0,,
Population 184,66216463.0,675821.0,1132.0,,
Population 185,30598479.0,4055921.0,26481.0,,
Population 186,76227303.0,389586.0,141.0,,
Population 187,32776748.0,78480567.0,756312.0,1827.0,
Population 188,79842543.0,1352767.0,4754.0,,
Population 189,76518824.0,1946343.0,10897.0,,
Population 190,57875419.0,1112362.0,2296.0,,
Population 191,63735730.0,2127473.0,14145.0,,
Population 192,66734905.0,1690213.0,4027.0,,
Population 193,53404724.0,14307325.0,37467.0,,
Population 194,58502056.0,4812923.0,12685.0,,
Population 195,82535921.0,18583823.0,233150.0,123.0,
