,1,2,3
Population 813,92.0,,
Population 814,52.0,2.0,
Population 815,202.0,,
Population 816,185.0,2.0,
Population 817,23.0,,
Population 818,62.0,,
Population 819,62.0,,
Population 820,189.0,,
Population 821,64.0,,
Population 822,395.0,1.0,
Population 823,99.0,,
Population 824,73.0,,
Population 825,81.0,,
Population 826,119.0,,
Population 827,41.0,,
Population 828,57.0,,
Population 829,13.0,,
Population 830,51.0,2.0,
Population 831,56.0,1.0,
Population 832,36.0,,
Population 833,23.0,,
Population 834,21.0,,
Population 835,128.0,,
Population 836,33.0,,
Population 837,116.0,,
Population 838,89.0,,
Population 839,60.0,,
Population 840,82.0,,
Population 841,190.0,,
Population 842,433.0,,
Population 843,41.0,,
Population 844,50.0,,
Population 845,323.0,,
Population 846,35.0,,
Population 847,89.0,,
Population 848,44.0,,
Population 849,27.0,,
Population 850,95.0,,
Population 851,73.0,,
Population 852,38.0,,
Population 853,32.0,,
Population 854,160.0,4.0,
Population 855,68.0,,
Population 856,456.0,1.0,
Population 857,50.0,1.0,
Population 858,678.0,,
Population 859,95.0,,
Population 860,225.0,,
Population 861,10431.0,41.0,1.0
Population 862,54.0,,
Population 863,102.0,,
Population 864,33.0,,
Population 865,74.0,,
Population 866,37.0,1.0,
Population 867,29.0,,
Population 868,40.0,,
Population 869,51.0,,
Population 870,52.0,,
Population 871,55.0,,
Population 872,384.0,19.0,
Population 873,23.0,,
Population 874,74.0,,
Population 875,20.0,,
Population 876,106.0,1.0,
Population 877,36.0,,
Population 878,1710.0,1.0,
Population 879,61.0,,
Population 880,140.0,,
Population 881,77.0,,
Population 882,44.0,,
Population 883,34.0,,
Population 884,495.0,,
Population 885,64.0,,
Population 886,47.0,,
Population 887,32.0,,
Population 888,12639.0,75.0,
Population 889,1251.0,,
Population 890,26.0,,
Population 891,71.0,,
Population 892,54.0,,
Population 893,226.0,,
Population 894,54.0,,
Population 895,37.0,,
Population 896,326.0,,
Population 897,72.0,,
Population 898,71.0,,
Population 899,408.0,1.0,
Population 900,559.0,,
Population 901,883.0,1.0,
Population 902,69.0,,
Population 903,305.0,1.0,
Population 904,212.0,,
Population 905,61.0,,
Population 906,27.0,,
Population 907,43.0,,
Population 908,136.0,,
Population 909,33.0,,
Population 910,83.0,,
Population 911,72.0,,
Population 912,91.0,,
Population 913,15.0,,
Population 914,41.0,,
Population 915,555.0,1.0,
Population 916,47.0,,
Population 917,39.0,,
Population 918,22.0,,
Population 919,220.0,,
Population 920,76.0,,
Population 921,84.0,,
Population 922,60.0,,
Population 923,77.0,,
Population 924,134.0,,
Population 925,35.0,,
Population 926,149.0,,
Population 927,253.0,,
Population 928,35.0,,
Population 929,136.0,,
Population 930,45.0,,
Population 931,211.0,,
Population 932,140.0,,
Population 933,31.0,,
Population 934,92.0,,
Population 935,74.0,,
Population 936,53.0,,
Population 937,19.0,,
Population 938,123.0,,
Population 939,91.0,,
Population 940,69.0,,
Population 941,54.0,,
Population 942,73.0,,
Population 943,206.0,,
Population 944,68.0,,
Population 945,66.0,,
Population 946,276.0,,
Population 947,81.0,,
Population 948,96.0,1.0,
Population 949,212.0,,
Population 950,1420.0,5.0,
Population 951,1109.0,4.0,
Population 952,73.0,,
Population 953,63.0,,
Population 954,63.0,,
Population 955,25.0,,
Population 956,221.0,,
Population 957,114.0,,
Population 958,103.0,,
Population 959,54.0,,
Population 960,55.0,,
Population 961,45.0,,
Population 962,66.0,,
Population 963,15.0,,
Population 964,166.0,,
Population 965,34.0,,
Population 966,41.0,1.0,
Population 967,107.0,,
Population 968,422.0,,
Population 969,119.0,,
Population 970,299.0,1.0,
Population 971,34.0,,
Population 972,28.0,1.0,
Population 973,56.0,,
Population 974,67.0,,
Population 975,274.0,,
Population 976,90.0,1.0,
Population 977,47.0,,
Population 978,37.0,1.0,
Population 979,67.0,,
Population 980,149.0,,
Population 981,47.0,,
Population 982,30.0,,
Population 983,27.0,,
Population 984,22.0,,
Population 985,1797.0,23.0,
Population 986,16.0,,
Population 987,212.0,,
Population 988,51.0,,
Population 989,188.0,,
Population 990,355.0,1.0,
Population 991,27.0,,
Population 992,97.0,,
Population 993,58.0,,
Population 994,43.0,,
Population 995,47.0,,
Population 996,107.0,,
Population 997,41.0,,
Population 998,364.0,1.0,
Population 999,42.0,,
